Tipo_accidente,Longitude,Diseño Via,Minute,Hour,Day_of_week,Day_of_year,Month,Latitude,Class
Caida Ocupante,-75.5835462135,Tramo de via,30,20,4,1,1,6.29343510871,1
Choque,-75.5440720288,Tramo de via,50,20,4,1,1,6.24173803073,1
Otro,-75.6059083807,Lote o Predio,0,21,4,1,1,6.23520506586,1
Choque,-75.7037762763,Tramo de via,0,22,4,1,1,6.22141524356,1
Choque,-75.6261578572,Tramo de via,40,22,4,1,1,6.24646081061,0
Choque,-75.7037762763,Tramo de via,50,22,4,1,1,6.22141524356,0
Atropello,-75.5544795767,Lote o Predio,50,22,4,1,1,6.277282903,1
Otro,-75.5581780501,Lote o Predio,0,23,4,1,1,6.23425810045,1
Choque,-75.7037762763,Tramo de via,30,23,4,1,1,6.22141524356,1
Choque,-75.7037762763,Tramo de via,45,23,4,1,1,6.22141524356,0
Atropello,-75.6040009079,Interseccion,50,23,4,1,1,6.22562559144,1
Otro,-75.5694308118,Tramo de via,0,0,5,2,1,6.23606340139,1
Choque,-75.6041382719,Tramo de via,5,0,5,2,1,6.28005098652,1
Choque,-75.5967277363,Tramo de via,25,0,5,2,1,6.26375211873,0
Choque,-75.7037762763,Tramo de via,30,0,5,2,1,6.22141524356,0
Otro,-75.5659708255,Tramo de via,30,0,5,2,1,6.26173648575,1
Caida Ocupante,-75.5766681846,Tramo de via,40,0,5,2,1,6.22531712603,1
Caida Ocupante,-75.6001822166,Tramo de via,0,1,5,2,1,6.24153038671,1
Choque,-75.5709773542,Tramo de via,0,1,5,2,1,6.28542407301,0
Choque,-75.5704995108,Tramo de via,10,1,5,2,1,6.28639556634,1
Atropello,-75.5580637225,Tramo de via,10,1,5,2,1,6.28281046446,1
Choque,-75.5404673401,Tramo de via,30,1,5,2,1,6.24412279458,0
Otro,-75.587477907,Tramo de via,40,1,5,2,1,6.23612182918,1
Choque,-75.5752597216,Glorieta,0,2,5,2,1,6.24685341912,0
Atropello,-75.6544021441,Tramo de via,30,2,5,2,1,6.18559844114,1
Caida Ocupante,-75.5730009697,Tramo de via,30,2,5,2,1,6.27614313661,1
Otro,-75.5385723769,Lote o Predio,0,3,5,2,1,6.23244528884,1
Choque,-75.5701566485,Paso Inferior,0,3,5,2,1,6.2575567099,1
Otro,-75.5689758196,Tramo de via,1,3,5,2,1,6.25649004655,1
Atropello,-75.557549917,Tramo de via,40,3,5,2,1,6.26416376183,1
Volcamiento,-75.5544849063,Tramo de via,50,3,5,2,1,6.21010242834,1
Choque,-75.538573314,Tramo de via,0,4,5,2,1,6.24084193281,1
Choque,-75.5601631533,Interseccion,0,5,5,2,1,6.24227629178,1
Choque,-75.5915025989,Tramo de via,0,5,5,2,1,6.23147797889,1
Otro,-75.568020113,Tramo de via,30,7,5,2,1,6.25542355431,1
Atropello,-75.6057312826,Tramo de via,20,10,5,2,1,6.2509534928,1
Otro,-75.5732985602,Tramo de via,40,10,5,2,1,6.27326534927,1
Otro,-75.5704995108,Tramo de via,50,10,5,2,1,6.28639556634,1
Otro,-75.5851474936,Tramo de via,50,10,5,2,1,6.20320473784,1
Choque,-75.5479149214,Tramo de via,0,11,5,2,1,6.23651149862,0
Choque,-75.5717032041,Tramo de via,0,11,5,2,1,6.26508735509,0
Choque,-75.6067193275,Interseccion,20,11,5,2,1,6.23852480445,1
Choque,-75.575200032,Tramo de via,20,11,5,2,1,6.25130766255,0
Otro,-75.5881425234,Tramo de via,30,11,5,2,1,6.27853049328,1
Otro,-75.6448079083,Tramo de via,30,11,5,2,1,6.17463701714,1
Otro,-75.5935847435,Tramo de via,50,11,5,2,1,6.25770302493,1
Caida Ocupante,-75.5411484529,Tramo de via,50,11,5,2,1,6.23760886619,1
Choque,-75.5539551161,Interseccion,0,12,5,2,1,6.24720761273,1
Caida Ocupante,-75.5398153467,Tramo de via,0,12,5,2,1,6.23465775199,1
Otro,-75.5697831083,Tramo de via,0,12,5,2,1,6.29630771515,1
Choque,-75.6052332785,Interseccion,0,12,5,2,1,6.24475775765,1
Choque,-75.6001945065,Tramo de via,0,12,5,2,1,6.21074113311,0
Choque,-75.5888309323,Tramo de via,15,12,5,2,1,6.24920999079,1
Choque,-75.5849791188,Glorieta,25,12,5,2,1,6.21850583885,1
Choque,-75.5748751856,Tramo de via,30,12,5,2,1,6.25429155979,0
Choque,-75.5786618661,Tramo de via,45,12,5,2,1,6.22471249781,1
Choque,-75.5734947069,Glorieta,20,13,5,2,1,6.23336043159,0
Choque,-75.5715119076,Tramo de via,50,13,5,2,1,6.18583659835,0
Choque,-75.5919590064,Tramo de via,58,13,5,2,1,6.23965038179,0
Choque,-75.7037762763,Tramo de via,0,14,5,2,1,6.22141524356,0
Choque,-75.5595315756,Tramo de via,10,14,5,2,1,6.29945161558,0
Choque,-75.5534659893,Interseccion,10,14,5,2,1,6.26283820988,0
Choque,-75.573821569,Tramo de via,30,14,5,2,1,6.25164261755,0
Choque,-75.5753010984,Tramo de via,30,14,5,2,1,6.24628281323,0
Choque,-75.5578402756,Tramo de via,45,14,5,2,1,6.24451788309,0
Otro,-75.563547107,Tramo de via,50,14,5,2,1,6.25544942344,1
Choque,-75.6024098468,Tramo de via,50,14,5,2,1,6.24066898626,1
Atropello,-75.5809657948,Tramo de via,0,15,5,2,1,6.23320774321,1
Otro,-75.5821759947,Lote o Predio,10,15,5,2,1,6.25656503317,1
Choque,-75.5754346498,Tramo de via,20,15,5,2,1,6.29503502869,1
Caida Ocupante,-75.5583833077,Interseccion,30,15,5,2,1,6.27179475696,1
Choque,-75.7037762763,Puente,30,15,5,2,1,6.22141524356,0
Choque,-75.6271691973,Interseccion,30,15,5,2,1,6.25774583281,1
Choque,-75.5739883866,Tramo de via,40,15,5,2,1,6.23285606755,0
Choque,-75.5761497859,Tramo de via,45,15,5,2,1,6.21364704347,1
Choque,-75.5991900828,Tramo de via,50,15,5,2,1,6.25003290249,0
Otro,-75.5876628171,Lote o Predio,0,16,5,2,1,6.26471812794,1
Choque,-75.5706686983,Interseccion,0,16,5,2,1,6.25253628821,1
Otro,-75.5562246888,Tramo de via,10,16,5,2,1,6.28330462075,1
Choque,-75.5800152031,Tramo de via,35,16,5,2,1,6.21418649511,1
Choque,-75.564858548,Tramo de via,50,16,5,2,1,6.19955285907,0
Otro,-75.577728787,Tramo de via,0,17,5,2,1,6.24204872045,1
Choque,-75.5881013972,Tramo de via,0,17,5,2,1,6.26773136585,1
Atropello,-75.5772044205,Tramo de via,0,17,5,2,1,6.25756438356,1
Otro,-75.5517632672,Lote o Predio,20,17,5,2,1,6.23727354816,1
Choque,-75.5605009102,Interseccion,20,17,5,2,1,6.24599958314,0
Choque,-75.5767088974,Tramo de via,25,17,5,2,1,6.2496267916,0
Choque,-75.564163007,Tramo de via,30,17,5,2,1,6.24226139599,0
Choque,-75.7037762763,Interseccion,40,17,5,2,1,6.22141524356,0
Choque,-75.5702123608,Glorieta,50,17,5,2,1,6.23625210464,0
Choque,-75.5725073912,Interseccion,0,18,5,2,1,6.23814798176,0
Choque,-75.5715484904,Tramo de via,0,18,5,2,1,6.24502739683,1
Atropello,-75.565938646,Tramo de via,0,18,5,2,1,6.22070491707,1
Choque,-75.6033309228,Interseccion,0,18,5,2,1,6.23865711508,1
Choque,-75.6096052974,Interseccion,20,18,5,2,1,6.24600595904,0
Otro,-75.5456820785,Lote o Predio,20,18,5,2,1,6.26554239462,1
Atropello,-75.5640051221,Lote o Predio,20,18,5,2,1,6.27779226568,1
Choque,-75.5703122985,Tramo de via,40,18,5,2,1,6.28638669975,0
Choque,-75.6080325288,Interseccion,40,18,5,2,1,6.24065981502,1
Choque,-75.5799243879,Tramo de via,0,19,5,2,1,6.19488119864,1
Choque,-75.5750893707,Lote o Predio,50,19,5,2,1,6.2632353425,1
Caida Ocupante,-75.5722331376,Tramo de via,0,20,5,2,1,6.25381284231,1
Atropello,-75.5846466518,Tramo de via,15,20,5,2,1,6.19955336756,1
Choque,-75.5589111245,Tramo de via,20,20,5,2,1,6.26896611725,0
Otro,-75.5843649147,Tramo de via,30,20,5,2,1,6.28437730502,1
Choque,-75.5791647988,Tramo de via,30,20,5,2,1,6.25161364107,0
Choque,-75.5698748709,Interseccion,30,20,5,2,1,6.21468382407,1
Caida Ocupante,-75.5500021705,Tramo de via,0,21,5,2,1,6.2083836392,1
Choque,-75.5765743781,Tramo de via,0,21,5,2,1,6.20874755798,0
Choque,-75.5865821278,Tramo de via,10,21,5,2,1,6.26141891607,1
Choque,-75.5911324374,Interseccion,20,21,5,2,1,6.23598822647,1
Caida Ocupante,-75.5543659777,Tramo de via,20,21,5,2,1,6.27197495535,1
Choque,-75.5579125382,Tramo de via,20,21,5,2,1,6.29754423839,0
Atropello,-75.5972778541,Interseccion,30,21,5,2,1,6.24716938845,1
Atropello,-75.7037762763,Tramo de via,30,21,5,2,1,6.22141524356,1
Atropello,-75.5849791188,Tramo de via,30,21,5,2,1,6.21850583885,1
Choque,-75.5676322695,Tramo de via,40,21,5,2,1,6.24356947325,0
Choque,-75.5598940235,Tramo de via,40,21,5,2,1,6.29842865596,0
Choque,-75.5775396071,Tramo de via,40,21,5,2,1,6.27149792053,0
Choque,-75.5536961352,Tramo de via,45,21,5,2,1,6.2699923658,1
Choque,-75.6541880937,Interseccion,50,21,5,2,1,6.18407740513,0
Atropello,-75.7037762763,Tramo de via,0,22,5,2,1,6.22141524356,1
Choque,-75.5493735549,Interseccion,0,22,5,2,1,6.24684069448,0
Otro,-75.5672392345,Tramo de via,0,22,5,2,1,6.29174347448,1
Choque,-75.5730105859,Tramo de via,0,22,5,2,1,6.21073071452,1
Atropello,-75.5587990743,Tramo de via,0,22,5,2,1,6.24930059481,1
Otro,-75.6057079962,Tramo de via,10,22,5,2,1,6.28110383965,1
Choque,-75.5756454277,Tramo de via,15,22,5,2,1,6.24557538955,1
Choque,-75.5759991236,Lote o Predio,18,22,5,2,1,6.21492593967,0
Choque,-75.5598111556,Interseccion,30,22,5,2,1,6.24029615394,0
Choque,-75.5752597216,Paso Elevado,30,22,5,2,1,6.24685341912,1
Atropello,-75.6076204174,Tramo de via,30,22,5,2,1,6.2342063006,1
Choque,-75.5755026696,Glorieta,35,22,5,2,1,6.2399699888,0
Choque,-75.5698922573,Tramo de via,40,22,5,2,1,6.2371268702,0
Choque,-75.6138566363,Tramo de via,40,22,5,2,1,6.26756668348,0
Atropello,-75.6166869456,Tramo de via,40,22,5,2,1,6.25828087756,1
Otro,-75.5701566485,Tramo de via,0,23,5,2,1,6.2575567099,1
Caida Ocupante,-75.571345329,Tramo de via,0,23,5,2,1,6.29368782421,1
Choque,-75.5755026696,Tramo de via,0,23,5,2,1,6.2399699888,0
Choque,-75.5863909367,Interseccion,10,23,5,2,1,6.22100015925,0
Caida Ocupante,-75.5795109412,Tramo de via,30,23,5,2,1,6.23296348268,1
Otro,-75.5702851394,Tramo de via,10,0,6,3,1,6.30035339307,1
Otro,-75.5697940689,Tramo de via,10,0,6,3,1,6.25664401731,1
Choque,-75.5655979284,Tramo de via,10,0,6,3,1,6.23110352913,0
Choque,-75.6041633678,Tramo de via,15,0,6,3,1,6.23183171238,0
Choque,-75.5799243879,Glorieta,26,0,6,3,1,6.19488119864,0
Choque,-75.6003028022,Interseccion,30,0,6,3,1,6.23874343662,0
Otro,-75.5574207429,Tramo de via,50,0,6,3,1,6.24936648754,1
Choque,-75.6512201829,Tramo de via,0,1,6,3,1,6.18304297998,1
Choque,-75.5800329561,Tramo de via,0,1,6,3,1,6.19494416817,0
Atropello,-75.5640493062,Tramo de via,30,1,6,3,1,6.30931661644,1
Otro,-75.5830622095,Tramo de via,30,1,6,3,1,6.21255206342,1
Atropello,-75.7037762763,Tramo de via,0,2,6,3,1,6.22141524356,1
Choque,-75.5791647988,Interseccion,0,2,6,3,1,6.25161364107,0
Choque,-75.6002836988,Tramo de via,15,2,6,3,1,6.20647884594,0
Choque,-75.5705233818,Tramo de via,20,2,6,3,1,6.25780009822,1
Caida Ocupante,-75.6235692041,Tramo de via,30,2,6,3,1,6.25553212291,1
Otro,-75.5602343683,Tramo de via,40,2,6,3,1,6.2407778604,1
Otro,-75.5703722943,Tramo de via,40,2,6,3,1,6.21060700047,1
Choque,-75.5792711732,Tramo de via,40,2,6,3,1,6.20912156366,1
Choque,-75.5534659893,Tramo de via,50,2,6,3,1,6.26283820988,0
Otro,-75.5776455195,Tramo de via,45,3,6,3,1,6.25436112717,1
Volcamiento,-75.6187599977,Tramo de via,10,4,6,3,1,6.25170215798,1
Volcamiento,-75.5525442015,Lote o Predio,50,7,6,3,1,6.24157009033,1
Otro,-75.5672647033,Tramo de via,0,9,6,3,1,6.22558302738,1
Otro,-75.568553277,Tramo de via,40,9,6,3,1,6.24524859423,1
Otro,-75.6010547295,Lote o Predio,10,10,6,3,1,6.25910331665,1
Choque,-75.5663860778,Tramo de via,30,10,6,3,1,6.30149105072,1
Choque,-75.6059877091,Tramo de via,30,10,6,3,1,6.23174805538,1
Atropello,-75.5872286277,Tramo de via,0,11,6,3,1,6.20479754501,1
Choque,-75.5967277363,Glorieta,0,11,6,3,1,6.26375211873,0
Choque,-75.5872286277,Tramo de via,10,11,6,3,1,6.20479754501,1
Caida Ocupante,-75.5556841975,Lote o Predio,10,11,6,3,1,6.29300270828,1
Volcamiento,-75.5577187785,Tramo de via,20,11,6,3,1,6.31071146875,1
Atropello,-75.5820134425,Tramo de via,40,11,6,3,1,6.22565256283,1
Choque,-75.5621515774,Tramo de via,40,11,6,3,1,6.22730809552,1
Caida Ocupante,-75.6346227372,Tramo de via,50,11,6,3,1,6.27806490178,1
Otro,-75.5592425935,Tramo de via,50,11,6,3,1,6.25217973823,1
Atropello,-75.5570289383,Interseccion,55,11,6,3,1,6.26717814675,1
Choque,-75.5753475572,Tramo de via,0,12,6,3,1,6.24336850011,1
Choque,-75.5819219588,Tramo de via,0,12,6,3,1,6.20496351699,0
Choque,-75.5963100536,Tramo de via,0,12,6,3,1,6.23363092354,0
Choque,-75.6006318391,Interseccion,0,12,6,3,1,6.22933699328,0
Otro,-75.6035619279,Tramo de via,10,12,6,3,1,6.2532620558,1
Choque,-75.5861953534,Tramo de via,20,12,6,3,1,6.25847594203,1
Choque,-75.5686866779,Tramo de via,25,12,6,3,1,6.21439284629,0
Atropello,-75.5778859663,Tramo de via,30,12,6,3,1,6.23258248117,1
Choque,-75.5833153566,Interseccion,30,12,6,3,1,6.23553260986,1
Choque,-75.5985309793,Tramo de via,30,12,6,3,1,6.2774183851,1
Otro,-75.5592993675,Tramo de via,40,12,6,3,1,6.2956838337,1
Choque,-75.5643917542,Interseccion,50,12,6,3,1,6.24774364565,0
Choque,-75.5548591509,Tramo de via,50,12,6,3,1,6.20803292465,0
Choque,-75.5725324068,Tramo de via,0,13,6,3,1,6.22547855141,1
Choque,-75.5914207736,Tramo de via,0,13,6,3,1,6.22893015322,1
Atropello,-75.5643917542,Tramo de via,0,13,6,3,1,6.24774364565,1
Choque,-75.5753574206,Interseccion,10,13,6,3,1,6.24245258141,0
Choque,-75.5963556369,Tramo de via,15,13,6,3,1,6.23358776419,0
Choque,-75.6067627505,Tramo de via,15,13,6,3,1,6.23115788191,0
Choque,-75.561825767,Interseccion,20,13,6,3,1,6.23676149446,1
Choque,-75.5443531928,Tramo de via,30,13,6,3,1,6.28588597481,0
Choque,-75.5896903831,Tramo de via,0,14,6,3,1,6.19763283383,1
Choque,-75.5615108146,Tramo de via,0,14,6,3,1,6.24823124389,0
Choque,-75.5449161861,Tramo de via,30,14,6,3,1,6.28607260148,0
Choque,-75.5834931629,Tramo de via,40,14,6,3,1,6.22657923656,1
Choque,-75.5553927551,Tramo de via,50,14,6,3,1,6.27652063369,1
Atropello,-75.5444769745,Tramo de via,0,15,6,3,1,6.23129893047,1
Choque,-75.5803348481,Paso Elevado,10,15,6,3,1,6.25045431834,0
Choque,-75.6060874392,Interseccion,10,15,6,3,1,6.23739571169,1
Caida Ocupante,-75.5573585495,Interseccion,20,15,6,3,1,6.24935129515,1
Choque,-75.563547107,Tramo de via,20,15,6,3,1,6.25544942344,0
Choque,-75.5876468457,Tramo de via,30,15,6,3,1,6.26996977695,1
Choque,-75.5444152272,Tramo de via,30,15,6,3,1,6.28751909268,0
Choque,-75.5718144385,Tramo de via,30,15,6,3,1,6.25702697606,0
Choque,-75.5518724624,Tramo de via,40,15,6,3,1,6.24908746931,1
Choque,-75.5714615155,Tramo de via,40,15,6,3,1,6.20629600925,0
Choque,-75.5744320913,Tramo de via,0,16,6,3,1,6.24332780477,1
Choque,-75.5732039534,Tramo de via,0,16,6,3,1,6.23843689866,0
Choque,-75.5913638259,Tramo de via,0,16,6,3,1,6.22834889451,1
Choque,-75.5718223984,Tramo de via,30,16,6,3,1,6.20281013064,0
Choque,-75.5698565457,Interseccion,47,16,6,3,1,6.20952541896,0
Choque,-75.5842905179,Tramo de via,50,16,6,3,1,6.20096057424,1
Choque,-75.5365780298,Tramo de via,50,16,6,3,1,6.2324233305,0
Choque,-75.555707796,Tramo de via,50,16,6,3,1,6.26276862208,1
Choque,-75.5805195389,Tramo de via,0,17,6,3,1,6.2480020807,0
Caida Ocupante,-75.5860008885,Lote o Predio,0,17,6,3,1,6.2066953722,1
Choque,-75.7037762763,Tramo de via,0,17,6,3,1,6.22141524356,1
Choque,-75.642387225,Interseccion,5,17,6,3,1,6.1729609283,0
Choque,-75.5981618928,Tramo de via,10,17,6,3,1,6.2571875578,0
Choque,-75.5967277363,Glorieta,10,17,6,3,1,6.26375211873,0
Choque,-75.5646674265,Tramo de via,30,17,6,3,1,6.20487394667,0
Choque,-75.5891010863,Interseccion,30,17,6,3,1,6.25985686983,1
Choque,-75.5646944961,Tramo de via,40,17,6,3,1,6.24925783096,0
Choque,-75.5752213332,Tramo de via,40,17,6,3,1,6.22288352682,0
Otro,-75.6053003022,Tramo de via,45,17,6,3,1,6.27627118442,1
Choque,-75.5938007047,Tramo de via,0,18,6,3,1,6.24335851304,0
Volcamiento,-75.5888309323,Tramo de via,0,18,6,3,1,6.24920999079,1
Choque,-75.5746307755,Tramo de via,0,18,6,3,1,6.24607662986,0
Choque,-75.5565834943,Tramo de via,0,18,6,3,1,6.27839797048,0
Choque,-75.5693866701,Tramo de via,0,18,6,3,1,6.23610628371,0
Choque,-75.5520928126,Tramo de via,0,18,6,3,1,6.24993404987,0
Caida Ocupante,-75.5419347915,Lote o Predio,10,18,6,3,1,6.26338939586,1
Atropello,-75.5820221435,Tramo de via,30,18,6,3,1,6.22769367112,1
Otro,-75.5609499254,Tramo de via,30,18,6,3,1,6.28730221484,1
Choque,-75.6001273528,Interseccion,39,18,6,3,1,6.25623470702,1
Choque,-75.577728787,Tramo de via,40,18,6,3,1,6.24204872045,0
Choque,-75.5818944186,Tramo de via,0,19,6,3,1,6.28237872327,1
Atropello,-75.5646944961,Tramo de via,0,19,6,3,1,6.24925783096,1
Choque,-75.5982622532,Tramo de via,0,19,6,3,1,6.22228868404,1
Choque,-75.7037762763,Interseccion,10,19,6,3,1,6.22141524356,0
Atropello,-75.7037762763,Tramo de via,15,19,6,3,1,6.22141524356,1
Choque,-75.5774854841,Tramo de via,15,19,6,3,1,6.18821145897,0
Choque,-75.5668516381,Tramo de via,15,19,6,3,1,6.246202573,0
Atropello,-75.7037762763,Tramo de via,24,19,6,3,1,6.22141524356,1
Choque,-75.5949785573,Tramo de via,30,19,6,3,1,6.26259542445,0
Choque,-75.6028025092,Interseccion,53,19,6,3,1,6.25286390238,0
Caida Ocupante,-75.5699569831,Tramo de via,0,20,6,3,1,6.2312009523,1
Choque,-75.5951927527,Tramo de via,0,20,6,3,1,6.25818687494,0
Choque,-75.573496302,Tramo de via,0,20,6,3,1,6.27627044541,0
Choque,-75.5803470146,Tramo de via,10,20,6,3,1,6.29830154433,0
Choque,-75.5754830651,Tramo de via,30,20,6,3,1,6.22015653443,0
Choque,-75.5869387594,Tramo de via,43,20,6,3,1,6.23986230761,0
Choque,-75.5725320924,Tramo de via,50,20,6,3,1,6.27233438064,0
Atropello,-75.5411704662,Tramo de via,0,21,6,3,1,6.25570921659,1
Choque,-75.7037762763,Tramo de via,0,21,6,3,1,6.22141524356,0
Choque,-75.5892186871,Tramo de via,0,21,6,3,1,6.20710599007,0
Choque,-75.5548462163,Tramo de via,10,21,6,3,1,6.2458993313,1
Choque,-75.5735302309,Tramo de via,10,21,6,3,1,6.24855606554,0
Choque,-75.5778118992,Tramo de via,20,21,6,3,1,6.24928384824,0
Choque,-75.5525476838,Tramo de via,20,21,6,3,1,6.24294384011,0
Choque,-75.564032152,Interseccion,20,21,6,3,1,6.30963757148,0
Choque,-75.5757846782,Interseccion,37,21,6,3,1,6.21454100883,0
Choque,-75.5596771775,Tramo de via,40,21,6,3,1,6.25608472374,0
Choque,-75.5452317405,Tramo de via,46,21,6,3,1,6.26971113597,0
Atropello,-75.7037762763,Tramo de via,50,21,6,3,1,6.22141524356,1
Otro,-75.7037762763,Lote o Predio,0,22,6,3,1,6.22141524356,1
Choque,-75.5688011014,Puente,0,22,6,3,1,6.24312304123,0
Choque,-75.5854692084,Glorieta,10,22,6,3,1,6.21681314059,0
Choque,-75.570383114,Tramo de via,10,22,6,3,1,6.2369632187,1
Choque,-75.5719462258,Tramo de via,10,22,6,3,1,6.28082096978,1
Choque,-75.7037762763,Tramo de via,30,22,6,3,1,6.22141524356,0
Atropello,-75.5669098459,Tramo de via,30,22,6,3,1,6.24621406933,1
Volcamiento,-75.5749918635,Tramo de via,40,22,6,3,1,6.25300932417,1
Otro,-75.5748751856,Tramo de via,40,22,6,3,1,6.25429155979,1
Choque,-75.5550185577,Tramo de via,40,22,6,3,1,6.26814518253,0
Choque,-75.5675880455,Tramo de via,50,22,6,3,1,6.26447785879,0
Atropello,-75.6315811586,Tramo de via,50,22,6,3,1,6.27659664061,1
Choque,-75.5672392345,Tramo de via,10,23,6,3,1,6.29174347448,1
Choque,-75.5486831903,Tramo de via,10,23,6,3,1,6.25110095188,0
Choque,-75.5730009697,Glorieta,20,23,6,3,1,6.27614313661,0
Choque,-75.6041195049,Tramo de via,30,23,6,3,1,6.22925079949,1
Choque,-75.5776651552,Tramo de via,30,23,6,3,1,6.24704950369,0
Otro,-75.5527164669,Tramo de via,30,23,6,3,1,6.2752498814,1
Choque,-75.5745743348,Paso Elevado,35,23,6,3,1,6.24605120843,1
Choque,-75.5754073198,Interseccion,40,23,6,3,1,6.24249673339,0
Atropello,-75.5781120585,Tramo de via,0,0,0,4,1,6.2959233412,1
Choque,-75.5603115416,Tramo de via,10,0,0,4,1,6.30506020469,0
Choque,-75.5714072876,Tramo de via,20,0,0,4,1,6.22900745393,0
Choque,-75.615608056,Tramo de via,20,0,0,4,1,6.24711403324,1
Choque,-75.600910595,Interseccion,30,0,0,4,1,6.24407244121,1
Choque,-75.5691604959,Tramo de via,0,1,0,4,1,6.17980636235,0
Choque,-75.5705763979,Tramo de via,20,1,0,4,1,6.25820971249,0
Atropello,-75.6292588087,Tramo de via,30,1,0,4,1,6.24956980051,1
Otro,-75.5962328401,Tramo de via,30,1,0,4,1,6.23140797089,1
Otro,-75.5788867389,Tramo de via,40,1,0,4,1,6.29054086201,1
Choque,-75.6014906949,Tramo de via,50,1,0,4,1,6.21064574071,1
Otro,-75.7037762763,Tramo de via,0,2,0,4,1,6.22141524356,1
Choque,-75.5561287647,Tramo de via,30,2,0,4,1,6.2858064337,1
Choque,-75.5656870717,Tramo de via,40,2,0,4,1,6.2963482448,1
Choque,-75.5340818695,Interseccion,57,2,0,4,1,6.23102220004,0
Choque,-75.7037762763,Glorieta,0,3,0,4,1,6.22141524356,1
Otro,-75.593200915,Tramo de via,0,3,0,4,1,6.27332529945,1
Caida Ocupante,-75.5705009966,Tramo de via,0,3,0,4,1,6.25860188386,1
Caida Ocupante,-75.5537985884,Tramo de via,0,4,0,4,1,6.24221770217,1
Choque,-75.6148772809,Tramo de via,50,8,0,4,1,6.24783118756,1
Volcamiento,-75.5718700112,Tramo de via,0,10,0,4,1,6.25006605894,1
Choque,-75.5705596502,Tramo de via,20,10,0,4,1,6.28917244671,0
Otro,-75.5854692084,Lote o Predio,20,10,0,4,1,6.21681314059,1
Choque,-75.5789290622,Tramo de via,35,10,0,4,1,6.25029643598,1
Atropello,-75.5608346108,Interseccion,40,10,0,4,1,6.2558759858,1
