Tipo_accidente,Longitude,Diseño Via,Minute,Hour,Day_of_week,Day_of_year,Month,Latitude,Class
Caida Ocupante,-75.5694308118,Tramo de via,50,18,3,2,1,6.23606340139,1
Choque,-75.5705596502,Tramo de via,50,18,3,2,1,6.28917244671,0
Otro,-75.5952748333,Tramo de via,50,18,3,2,1,6.27829779541,1
Choque,-75.5556872901,Tramo de via,10,19,3,2,1,6.30724755247,0
Choque,-75.5672783664,Interseccion,20,19,3,2,1,6.24824278115,0
Choque,-75.5861685334,Tramo de via,20,19,3,2,1,6.23747572542,1
Otro,-75.5766752277,Tramo de via,30,19,3,2,1,6.20758134606,1
Choque,-75.59034067,Tramo de via,30,19,3,2,1,6.24860750468,1
Choque,-75.5905297875,Tramo de via,30,19,3,2,1,6.1957033002,1
Atropello,-75.5534659893,Tramo de via,50,19,3,2,1,6.26283820988,1
Otro,-75.5748442877,Tramo de via,0,20,3,2,1,6.25759091439,1
Choque,-75.5661036455,Tramo de via,20,20,3,2,1,6.22059669976,1
Choque,-75.564938987,Tramo de via,30,20,3,2,1,6.27292684243,0
Choque,-75.5655822333,Tramo de via,30,20,3,2,1,6.26924281935,0
Atropello,-75.5679020093,Tramo de via,30,20,3,2,1,6.24941390401,1
Choque,-75.5735919669,Tramo de via,30,21,3,2,1,6.19918124912,0
Atropello,-75.5470507943,Tramo de via,30,21,3,2,1,6.28256553651,1
Atropello,-75.5859405418,Tramo de via,30,21,3,2,1,6.24887334076,1
Choque,-75.5597903612,Interseccion,40,21,3,2,1,6.28598436184,0
Atropello,-75.5322878925,Tramo de via,50,21,3,2,1,6.23592100596,1
Choque,-75.6075680076,Tramo de via,0,22,3,2,1,6.23170650105,1
Atropello,-75.5677455609,Tramo de via,0,22,3,2,1,6.23222154144,1
Choque,-75.5459530559,Tramo de via,10,22,3,2,1,6.29441314046,1
Choque,-75.5447987725,Interseccion,15,22,3,2,1,6.24255030269,0
Choque,-75.5892186871,Tramo de via,30,22,3,2,1,6.20710599007,0
Atropello,-75.5574464031,Tramo de via,30,22,3,2,1,6.29966255324,1
Choque,-75.5542660459,Tramo de via,0,23,3,2,1,6.22920007834,1
Choque,-75.5668459613,Interseccion,0,23,3,2,1,6.25610603038,1
Atropello,-75.5802293845,Tramo de via,0,23,3,2,1,6.28298518121,1
Choque,-75.5804701854,Tramo de via,20,23,3,2,1,6.25801832525,0
Choque,-75.5600093432,Tramo de via,20,23,3,2,1,6.24764880524,0
Choque,-75.570803628,Tramo de via,30,23,3,2,1,6.24471990473,0
Choque,-75.6024756857,Glorieta,0,0,4,3,1,6.25058952576,0
Caida Ocupante,-75.5731518199,Tramo de via,0,0,4,3,1,6.26348855346,1
Choque,-75.5861953534,Tramo de via,10,0,4,3,1,6.25847594203,1
Choque,-75.5826690282,Tramo de via,20,0,4,3,1,6.23325052175,0
Choque,-75.5915275849,Tramo de via,29,0,4,3,1,6.23222167898,0
Choque,-75.6003028022,Tramo de via,30,0,4,3,1,6.23874343662,0
Choque,-75.6040401374,Interseccion,30,0,4,3,1,6.23750939807,1
Choque,-75.5762174106,Tramo de via,40,0,4,3,1,6.23734042008,0
Choque,-75.6051020987,Tramo de via,45,0,4,3,1,6.23105702342,1
Caida Ocupante,-75.5488361939,Tramo de via,45,0,4,3,1,6.26294278345,1
Atropello,-75.600673308,Tramo de via,0,1,4,3,1,6.23043598446,1
Choque,-75.5773840309,Tramo de via,10,1,4,3,1,6.28487872898,0
Choque,-75.5802348129,Tramo de via,10,1,4,3,1,6.25866550809,0
Choque,-75.6003300734,Tramo de via,30,1,4,3,1,6.21642251504,0
Choque,-75.5537417297,Tramo de via,30,1,4,3,1,6.28445135415,0
Atropello,-75.5352782992,Tramo de via,30,1,4,3,1,6.26664768268,1
Atropello,-75.5521641585,Tramo de via,35,1,4,3,1,6.27246514016,1
Choque,-75.5614385599,Tramo de via,40,1,4,3,1,6.25003114929,0
Choque,-75.5640312877,Tramo de via,45,1,4,3,1,6.25467471369,0
Atropello,-75.5923497685,Tramo de via,10,2,4,3,1,6.27292496093,1
Choque,-75.5445396388,Tramo de via,20,2,4,3,1,6.24519215615,0
Choque,-75.5791647988,Tramo de via,50,2,4,3,1,6.25161364107,0
Choque,-75.6444028096,Tramo de via,0,3,4,3,1,6.1729408972,0
Otro,-75.5768654112,Tramo de via,0,3,4,3,1,6.26798743494,1
Choque,-75.5846181617,Tramo de via,0,3,4,3,1,6.28614280957,0
Atropello,-75.5815587812,Tramo de via,10,3,4,3,1,6.29936788286,1
Choque,-75.5496957204,Tramo de via,30,3,4,3,1,6.29242562591,1
Caida Ocupante,-75.610821242,Tramo de via,30,3,4,3,1,6.25415616897,1
Choque,-75.5899249145,Tramo de via,50,3,4,3,1,6.1970468547,0
Choque,-75.6106108366,Tramo de via,0,4,4,3,1,6.25160739075,0
Choque,-75.5698391863,Interseccion,0,4,4,3,1,6.22972873315,1
Atropello,-75.5541759436,Tramo de via,0,4,4,3,1,6.27635294584,1
Choque,-75.5530049612,Tramo de via,20,5,4,3,1,6.23235113237,1
Choque,-75.5886776128,Tramo de via,20,6,4,3,1,6.24983162772,0
Otro,-75.6030049535,Tramo de via,50,6,4,3,1,6.23932598579,0
Otro,-75.5734774601,Tramo de via,0,7,4,3,1,6.27254691487,1
Otro,-75.5962762728,Tramo de via,30,7,4,3,1,6.27846555641,1
Volcamiento,-75.5656870717,Tramo de via,30,8,4,3,1,6.2963482448,1
Volcamiento,-75.5656817553,Tramo de via,45,8,4,3,1,6.2726085275,1
Choque,-75.5681594535,Tramo de via,30,9,4,3,1,6.30491334752,0
Choque,-75.5755543051,Tramo de via,50,9,4,3,1,6.19851066363,1
Choque,-75.5691371673,Interseccion,50,10,4,3,1,6.24546144932,0
Atropello,-75.5534696878,Tramo de via,15,11,4,3,1,6.23266197171,1
Choque,-75.5954100163,Tramo de via,45,11,4,3,1,6.26938256591,1
Choque,-75.5788759407,Tramo de via,55,11,4,3,1,6.27593369262,1
Choque,-75.5731518199,Tramo de via,0,12,4,3,1,6.26348855346,0
Choque,-75.568274124,Tramo de via,30,12,4,3,1,6.24051398413,1
Choque,-75.5638107236,Tramo de via,50,12,4,3,1,6.28120500252,1
Choque,-75.5799243879,Tramo de via,55,12,4,3,1,6.19488119864,0
Choque,-75.5859550007,Tramo de via,0,13,4,3,1,6.25899043973,0
Choque,-75.5860672688,Tramo de via,10,13,4,3,1,6.24811239049,1
Choque,-75.5811584912,Tramo de via,30,13,4,3,1,6.29127222709,1
Atropello,-75.5495528956,Tramo de via,45,13,4,3,1,6.28025266152,1
Choque,-75.5765743781,Tramo de via,45,13,4,3,1,6.20874755798,1
Choque,-75.5741954398,Tramo de via,50,13,4,3,1,6.23359338169,0
Choque,-75.6120273823,Tramo de via,12,14,4,3,1,6.22960796421,0
Choque,-75.612888826,Tramo de via,35,14,4,3,1,6.24954906336,1
Caida Ocupante,-75.5527941584,Tramo de via,0,15,4,3,1,6.27486421127,1
Choque,-75.5895646467,Tramo de via,5,15,4,3,1,6.27715446014,1
Atropello,-75.5986318549,Tramo de via,15,15,4,3,1,6.21788158847,1
Choque,-75.5895532697,Interseccion,40,15,4,3,1,6.27712511457,0
Choque,-75.5689758196,Tramo de via,48,15,4,3,1,6.25649004655,0
Choque,-75.5940075954,Tramo de via,50,15,4,3,1,6.23507420142,1
Choque,-75.5691305115,Tramo de via,55,15,4,3,1,6.21014315442,1
Choque,-75.5831360679,Tramo de via,0,16,4,3,1,6.23940141843,0
Choque,-75.5536282703,Tramo de via,0,16,4,3,1,6.19388192999,1
Caida Ocupante,-75.6042496356,Tramo de via,0,16,4,3,1,6.24958479358,1
Choque,-75.5730482146,Tramo de via,40,16,4,3,1,6.2562844781,0
Choque,-75.5783010157,Tramo de via,50,16,4,3,1,6.22586462358,1
Choque,-75.5753010984,Glorieta,50,16,4,3,1,6.24628281323,0
Choque,-75.5729735136,Tramo de via,0,17,4,3,1,6.25202776708,0
Choque,-75.5650660167,Tramo de via,10,17,4,3,1,6.2721986119,0
Choque,-75.541603372,Tramo de via,30,17,4,3,1,6.28918530964,1
Choque,-75.5832177691,Interseccion,40,17,4,3,1,6.25010148254,0
Choque,-75.5650407393,Interseccion,0,18,4,3,1,6.25778654873,0
Choque,-75.5744051989,Tramo de via,0,18,4,3,1,6.23190762558,0
Choque,-75.5552707025,Tramo de via,10,18,4,3,1,6.23990683025,0
Choque,-75.5809182676,Tramo de via,10,18,4,3,1,6.25660199046,0
Choque,-75.6448079083,Tramo de via,10,18,4,3,1,6.17463701714,0
Choque,-75.5588440071,Tramo de via,20,18,4,3,1,6.25104728985,0
Choque,-75.6008627851,Tramo de via,30,18,4,3,1,6.25040509564,0
Choque,-75.5853286037,Tramo de via,30,18,4,3,1,6.24422859015,0
Caida Ocupante,-75.5802348129,Tramo de via,30,18,4,3,1,6.25866550809,1
Atropello,-75.6395799569,Tramo de via,30,18,4,3,1,6.28160276126,1
Choque,-75.5984098656,Tramo de via,40,18,4,3,1,6.26386982074,0
Choque,-75.5881425234,Tramo de via,40,18,4,3,1,6.27853049328,0
Otro,-75.5570191382,Tramo de via,45,18,4,3,1,6.2733153729,1
Choque,-75.564163007,Tramo de via,0,19,4,3,1,6.24226139599,0
Otro,-75.5730009697,Tramo de via,0,19,4,3,1,6.27614313661,1
Atropello,-75.5716930888,Tramo de via,0,19,4,3,1,6.24199085632,1
Volcamiento,-75.6027409266,Tramo de via,0,19,4,3,1,6.24329625391,1
Volcamiento,-75.5849914056,Tramo de via,0,19,4,3,1,6.2091131649,1
Choque,-75.5643047892,Tramo de via,10,19,4,3,1,6.24448826963,1
Choque,-75.5537620092,Interseccion,10,19,4,3,1,6.2372499627,0
Choque,-75.5594330328,Glorieta,15,19,4,3,1,6.23489828729,0
Atropello,-75.6104292272,Tramo de via,30,19,4,3,1,6.27323919497,1
Choque,-75.5752597216,Glorieta,30,19,4,3,1,6.24685341912,0
Otro,-75.5984345232,Tramo de via,50,19,4,3,1,6.26879653818,1
Choque,-75.5826341985,Interseccion,50,19,4,3,1,6.22666991306,0
Otro,-75.5510512028,Tramo de via,0,20,4,3,1,6.23065180171,1
Choque,-75.5864383453,Tramo de via,0,20,4,3,1,6.27133361615,0
Choque,-75.6003383709,Tramo de via,5,20,4,3,1,6.23929899081,0
Choque,-75.5913582482,Tramo de via,10,20,4,3,1,6.22573956161,1
Choque,-75.5867574344,Tramo de via,30,20,4,3,1,6.28999886523,1
Choque,-75.5665094166,Tramo de via,30,20,4,3,1,6.25002467854,0
Choque,-75.5972778541,Tramo de via,30,20,4,3,1,6.24716938845,0
Atropello,-75.559998478,Tramo de via,50,20,4,3,1,6.2667400158,1
Atropello,-75.573174837,Tramo de via,50,20,4,3,1,6.24559091522,1
Choque,-75.5730009697,Glorieta,0,21,4,3,1,6.27614313661,0
Choque,-75.5579868336,Tramo de via,10,21,4,3,1,6.2743962213,1
Caida Ocupante,-75.571222837,Tramo de via,20,21,4,3,1,6.24885062549,1
Choque,-75.5730009697,Tramo de via,20,21,4,3,1,6.27614313661,0
Atropello,-75.5330541292,Tramo de via,30,21,4,3,1,6.23599509531,1
Choque,-75.5428554115,Tramo de via,35,21,4,3,1,6.22680473222,1
Choque,-75.5994715078,Tramo de via,45,21,4,3,1,6.22238987781,0
Atropello,-75.5510666541,Tramo de via,50,21,4,3,1,6.28369106889,1
Atropello,-75.5413932177,Tramo de via,0,22,4,3,1,6.29485984952,1
Atropello,-75.5603264361,Tramo de via,0,22,4,3,1,6.25025358842,1
Choque,-75.5846732201,Tramo de via,10,22,4,3,1,6.24444434306,1
Choque,-75.5379098581,Tramo de via,20,22,4,3,1,6.2690438436,1
Choque,-75.640150071,Tramo de via,30,22,4,3,1,6.18402839378,0
Choque,-75.5800329561,Tramo de via,30,22,4,3,1,6.19494416817,1
Choque,-75.5998959765,Tramo de via,30,22,4,3,1,6.26514477742,1
Choque,-75.580213119,Interseccion,45,22,4,3,1,6.19477190577,0
Otro,-75.5823325646,Tramo de via,47,22,4,3,1,6.2531921087,1
Choque,-75.5768654112,Tramo de via,50,22,4,3,1,6.26798743494,0
Choque,-75.5834433129,Tramo de via,0,23,4,3,1,6.25347258808,0
Otro,-75.5481112554,Tramo de via,0,23,4,3,1,6.24313442515,1
Caida Ocupante,-75.5881425234,Tramo de via,0,23,4,3,1,6.27853049328,1
Choque,-75.5643156328,Tramo de via,0,23,4,3,1,6.26641601762,1
Atropello,-75.5688912646,Tramo de via,15,23,4,3,1,6.25282499748,1
Atropello,-75.5487928946,Tramo de via,20,23,4,3,1,6.23370014409,1
Choque,-75.5563980835,Interseccion,30,23,4,3,1,6.26145863921,0
Choque,-75.6039753736,Tramo de via,30,23,4,3,1,6.25064085688,0
Choque,-75.6022415769,Tramo de via,50,23,4,3,1,6.23329832341,0
Caida Ocupante,-75.5587692898,Tramo de via,0,0,5,4,1,6.31143210446,1
Choque,-75.600673308,Tramo de via,10,0,5,4,1,6.23043598446,0
Choque,-75.5988811339,Interseccion,20,0,5,4,1,6.26171172455,0
Caida Ocupante,-75.5736693549,Tramo de via,30,0,5,4,1,6.29582327896,1
Atropello,-75.5374845304,Tramo de via,0,1,5,4,1,6.23621434744,1
Choque,-75.5669159056,Tramo de via,5,1,5,4,1,6.3047389122,0
Atropello,-75.5834931629,Tramo de via,30,1,5,4,1,6.22657923656,1
Volcamiento,-75.5534936416,Tramo de via,50,1,5,4,1,6.22920892933,1
Choque,-75.5800778896,Tramo de via,15,2,5,4,1,6.27268179092,1
Choque,-75.5800778896,Tramo de via,20,2,5,4,1,6.27268179092,0
Caida Ocupante,-75.6235592422,Tramo de via,20,3,5,4,1,6.24660368279,1
Caida Ocupante,-75.5415652436,Tramo de via,30,3,5,4,1,6.29463807527,1
Choque,-75.5642441214,Tramo de via,0,4,5,4,1,6.24446927701,1
Otro,-75.5558068781,Lote o Predio,0,5,5,4,1,6.23721512149,1
Choque,-75.5492622356,Tramo de via,10,5,5,4,1,6.2737083907,1
Atropello,-75.5742795012,Tramo de via,0,6,5,4,1,6.27426160184,1
Choque,-75.5859405418,Interseccion,40,7,5,4,1,6.24887334076,1
Choque,-75.5739606743,Tramo de via,45,8,5,4,1,6.27039040864,0
Choque,-75.555707796,Tramo de via,10,10,5,4,1,6.26276862208,0
Atropello,-75.5877230648,Tramo de via,20,10,5,4,1,6.19917652037,1
Volcamiento,-75.5460755436,Tramo de via,30,10,5,4,1,6.27817679406,1
Choque,-75.5765743781,Interseccion,40,10,5,4,1,6.20874755798,0
Otro,-75.5859405418,Tramo de via,0,11,5,4,1,6.24887334076,1
Choque,-75.5766308157,Interseccion,20,11,5,4,1,6.26745368631,0
Atropello,-75.5495528956,Tramo de via,20,11,5,4,1,6.28025266152,1
Choque,-75.5692972079,Tramo de via,30,11,5,4,1,6.28057704691,1
Caida Ocupante,-75.555707796,Tramo de via,30,11,5,4,1,6.26276862208,1
Choque,-75.5698391863,Tramo de via,30,11,5,4,1,6.22972873315,1
Choque,-75.5874907464,Tramo de via,45,11,5,4,1,6.20304918211,1
Choque,-75.5881393144,Tramo de via,45,11,5,4,1,6.2804884626,1
Choque,-75.5936174414,Tramo de via,45,11,5,4,1,6.21689875803,1
Choque,-75.6027493268,Interseccion,50,11,5,4,1,6.2227841243,0
Choque,-75.5754623451,Interseccion,0,12,5,4,1,6.2773101612,1
Caida Ocupante,-75.561984532,Tramo de via,0,12,5,4,1,6.25127554113,1
Choque,-75.5616601013,Interseccion,10,12,5,4,1,6.30343375536,0
Otro,-75.5805195389,Tramo de via,20,12,5,4,1,6.2480020807,1
Choque,-75.5565962555,Tramo de via,30,12,5,4,1,6.26959647969,1
Atropello,-75.5693951195,Tramo de via,30,12,5,4,1,6.2433723879,1
Choque,-75.5990455553,Interseccion,30,12,5,4,1,6.26901216463,0
Choque,-75.5861350383,Interseccion,30,12,5,4,1,6.25845460122,1
Choque,-75.6032477793,Tramo de via,40,12,5,4,1,6.2105676377,0
Choque,-75.5833143799,Interseccion,43,12,5,4,1,6.23481035228,0
Choque,-75.5690334549,Tramo de via,53,12,5,4,1,6.25180573994,0
Atropello,-75.575201969,Tramo de via,0,13,5,4,1,6.24757394791,1
Choque,-75.5750893707,Tramo de via,0,13,5,4,1,6.2632353425,1
Choque,-75.6444909841,Tramo de via,20,13,5,4,1,6.17344051196,1
Choque,-75.5559885828,Tramo de via,20,13,5,4,1,6.28936619133,1
Caida Ocupante,-75.5717045716,Tramo de via,20,13,5,4,1,6.25212195244,1
Caida Ocupante,-75.5967277363,Tramo de via,30,13,5,4,1,6.26375211873,1
Choque,-75.5695979371,Tramo de via,30,13,5,4,1,6.21907939547,0
Choque,-75.5571282155,Interseccion,50,13,5,4,1,6.26262251568,0
Atropello,-75.5413351486,Tramo de via,0,14,5,4,1,6.28944522937,1
Caida Ocupante,-75.5679746349,Interseccion,0,14,5,4,1,6.24954025273,1
Choque,-75.5826882708,Tramo de via,0,14,5,4,1,6.2340749648,0
Caida Ocupante,-75.5636339585,Tramo de via,0,14,5,4,1,6.2794961126,1
Choque,-75.6024756857,Glorieta,15,14,5,4,1,6.25058952576,0
Volcamiento,-75.5684593368,Tramo de via,20,14,5,4,1,6.24384627433,1
Choque,-75.5696598662,Tramo de via,20,14,5,4,1,6.25028530866,0
Caida Ocupante,-75.5724760159,Tramo de via,25,14,5,4,1,6.29253683322,1
Volcamiento,-75.5730009697,Tramo de via,30,14,5,4,1,6.27614313661,1
Otro,-75.5770836884,Tramo de via,30,14,5,4,1,6.20333275753,1
Choque,-75.5727604765,Tramo de via,40,14,5,4,1,6.21198223147,0
Choque,-75.5826690282,Tramo de via,50,14,5,4,1,6.23325052175,0
