Tipo_accidente,Longitude,Diseño Via,Minute,Hour,Day_of_week,Day_of_year,Month,Latitude,Class
Choque,-75.5850155575,Tramo de via,40,23,3,1,1,6.19628189643,1
Caida Ocupante,-75.5945761712,Tramo de via,50,23,3,1,1,6.29114991058,1
Atropello,-75.643208096,Tramo de via,28,0,4,2,1,6.17445533597,1
Atropello,-75.5475716598,Tramo de via,30,0,4,2,1,6.27517467384,1
Choque,-75.5937469995,Tramo de via,45,0,4,2,1,6.27216584979,1
Atropello,-75.5370220449,Tramo de via,50,0,4,2,1,6.23102772162,1
Atropello,-75.5659621498,Tramo de via,50,0,4,2,1,6.2748307524,1
Choque,-75.6147514694,Tramo de via,0,1,4,2,1,6.256993368,0
Choque,-75.5752597216,Glorieta,0,1,4,2,1,6.24685341912,0
Choque,-75.5791647988,Tramo de via,10,1,4,2,1,6.25161364107,0
Otro,-75.5595315756,Tramo de via,30,1,4,2,1,6.29945161558,1
Choque,-75.6053144193,Tramo de via,30,1,4,2,1,6.23175931717,0
Choque,-75.5728004554,Tramo de via,0,2,4,2,1,6.23120537238,1
Choque,-75.5706434348,Tramo de via,0,2,4,2,1,6.20986091925,0
Atropello,-75.5761459192,Tramo de via,3,2,4,2,1,6.25171671972,1
Choque,-75.5872766031,Interseccion,13,2,4,2,1,6.23165280629,0
Choque,-75.5819908715,Tramo de via,20,2,4,2,1,6.30553729682,1
Otro,-75.5555813857,Tramo de via,30,2,4,2,1,6.2631762147,1
Otro,-75.5884143956,Tramo de via,45,2,4,2,1,6.20091457208,1
Choque,-75.5843649147,Tramo de via,0,3,4,2,1,6.28437730502,0
Atropello,-75.6218635809,Tramo de via,30,3,4,2,1,6.25450565504,1
Choque,-75.5669958267,Interseccion,30,3,4,2,1,6.29867772326,1
Otro,-75.5570289383,Tramo de via,30,4,4,2,1,6.26717814675,1
Choque,-75.6006896809,Tramo de via,30,4,4,2,1,6.23107041857,0
Choque,-75.6006896809,Tramo de via,10,5,4,2,1,6.23107041857,0
Otro,-75.5447265872,Tramo de via,30,5,4,2,1,6.24251497783,1
Choque,-75.5978834324,Tramo de via,0,6,4,2,1,6.27676409004,0
Atropello,-75.5676293428,Tramo de via,0,8,4,2,1,6.20875998229,1
Volcamiento,-75.5663707694,Tramo de via,20,8,4,2,1,6.30359958137,1
Choque,-75.5470872444,Tramo de via,30,8,4,2,1,6.27997203886,1
Choque,-75.5844577034,Tramo de via,15,10,4,2,1,6.25764188127,0
Otro,-75.576675228,Tramo de via,55,11,4,2,1,6.20758143646,1
Choque,-75.5449750531,Tramo de via,30,12,4,2,1,6.28941052311,1
Choque,-75.5555414598,Tramo de via,15,13,4,2,1,6.27129683084,1
Choque,-75.5632460176,Tramo de via,40,13,4,2,1,6.26408004568,0
Choque,-75.5888309323,Tramo de via,40,14,4,2,1,6.24920999079,0
Caida Ocupante,-75.583963415,Tramo de via,0,15,4,2,1,6.28487012204,1
Choque,-75.5698118741,Tramo de via,30,15,4,2,1,6.1858522247,0
Choque,-75.6066749179,Tramo de via,40,15,4,2,1,6.28108157996,1
Choque,-75.5860008885,Tramo de via,50,15,4,2,1,6.2066953722,1
Choque,-75.5672809977,Tramo de via,0,16,4,2,1,6.24562761301,0
Choque,-75.573681567,Tramo de via,30,16,4,2,1,6.25568371153,0
Choque,-75.5532434978,Tramo de via,30,16,4,2,1,6.27267679334,0
Choque,-75.5795861274,Tramo de via,30,16,4,2,1,6.19980140634,0
Choque,-75.5677004629,Tramo de via,30,16,4,2,1,6.23077307004,0
Caida Ocupante,-75.5446775386,Tramo de via,40,16,4,2,1,6.29726088358,1
Choque,-75.5594564254,Interseccion,0,17,4,2,1,6.27197929574,1
Choque,-75.5664859353,Tramo de via,10,17,4,2,1,6.27400268173,1
Caida Ocupante,-75.6558944197,Tramo de via,20,17,4,2,1,6.18508157302,1
Atropello,-75.5542521263,Tramo de via,0,18,4,2,1,6.29129103325,1
Choque,-75.6026929027,Tramo de via,0,18,4,2,1,6.21891005696,0
Atropello,-75.5626171124,Tramo de via,30,18,4,2,1,6.27602904877,1
Choque,-75.562271035,Tramo de via,37,18,4,2,1,6.25475110388,0
Choque,-75.5950687498,Interseccion,40,18,4,2,1,6.22329303001,1
Choque,-75.586219552,Tramo de via,45,18,4,2,1,6.2214330103,1
Choque,-75.6006000067,Tramo de via,50,18,4,2,1,6.22813374892,1
Atropello,-75.5586904153,Tramo de via,50,18,4,2,1,6.26995432182,1
Choque,-75.5541465722,Interseccion,0,19,4,2,1,6.27281969711,1
Caida Ocupante,-75.5843649147,Glorieta,30,19,4,2,1,6.28437730502,1
Choque,-75.5680943317,Tramo de via,30,20,4,2,1,6.2092348803,0
Choque,-75.5947270381,Interseccion,0,21,4,2,1,6.21664807229,1
Otro,-75.6355847353,Tramo de via,0,21,4,2,1,6.27864182165,1
Atropello,-75.5779648046,Tramo de via,0,21,4,2,1,6.28890337297,1
Choque,-75.57568129,Tramo de via,0,21,4,2,1,6.27106662515,1
Otro,-75.5713301078,Tramo de via,0,21,4,2,1,6.30798025981,1
Caida Ocupante,-75.5718478658,Glorieta,0,21,4,2,1,6.25887177155,1
Caida Ocupante,-75.591159582,Tramo de via,0,21,4,2,1,6.27236713766,1
Atropello,-75.5521375574,Tramo de via,20,21,4,2,1,6.27861833543,1
Atropello,-75.5478430542,Tramo de via,30,21,4,2,1,6.29868819952,1
Choque,-75.5691663863,Tramo de via,30,21,4,2,1,6.22297126461,0
Choque,-75.5909380786,Interseccion,45,21,4,2,1,6.2322825802,1
Choque,-75.5941045681,Lote o Predio,0,22,4,2,1,6.21131102974,0
Choque,-75.5895646467,Interseccion,15,22,4,2,1,6.27715446014,1
Choque,-75.5575774003,Lote o Predio,20,22,4,2,1,6.19666662588,0
Choque,-75.5967358849,Interseccion,40,22,4,2,1,6.23830989701,1
Caida Ocupante,-75.5442091517,Tramo de via,50,22,4,2,1,6.30197531391,1
Choque,-75.5633487293,Tramo de via,50,22,4,2,1,6.24626355112,0
Choque,-75.5759156461,Tramo de via,0,23,4,2,1,6.20034793452,0
Volcamiento,-75.5813730347,Tramo de via,0,23,4,2,1,6.28699138516,1
Atropello,-75.5592354455,Tramo de via,10,23,4,2,1,6.28469417083,1
Atropello,-75.5609838882,Tramo de via,10,23,4,2,1,6.23018011121,1
Volcamiento,-75.556543394,Tramo de via,30,23,4,2,1,6.2427976664,1
Choque,-75.5506942878,Tramo de via,30,23,4,2,1,6.26597878856,0
Choque,-75.5826955791,Tramo de via,30,23,4,2,1,6.20533555673,1
Choque,-75.5518422474,Tramo de via,0,0,5,3,1,6.28032495238,0
Atropello,-75.5521637024,Tramo de via,0,0,5,3,1,6.30532078886,1
Choque,-75.5972105042,Tramo de via,20,0,5,3,1,6.26775204969,0
Choque,-75.5879841297,Interseccion,30,0,5,3,1,6.28873096329,0
Choque,-75.5800542878,Tramo de via,30,0,5,3,1,6.2735251587,0
Choque,-75.587217576,Tramo de via,0,1,5,3,1,6.26538815378,0
Choque,-75.5861685334,Interseccion,10,1,5,3,1,6.23747572542,0
Caida Ocupante,-75.5664428723,Tramo de via,10,1,5,3,1,6.2560070141,1
Atropello,-75.5786708188,Tramo de via,15,1,5,3,1,6.27988999177,1
Caida Ocupante,-75.5513164855,Tramo de via,20,1,5,3,1,6.25906702317,1
Choque,-75.5872286277,Tramo de via,30,1,5,3,1,6.20479754501,0
Atropello,-75.5555091517,Interseccion,0,2,5,3,1,6.24633878584,1
Caida Ocupante,-75.6364488642,Tramo de via,30,2,5,3,1,6.27999614104,1
Choque,-75.5694028548,Paso Inferior,40,2,5,3,1,6.27576650516,1
Choque,-75.5539651511,Tramo de via,50,2,5,3,1,6.29191449577,0
Otro,-75.5827603555,Tramo de via,0,3,5,3,1,6.29620509986,1
Volcamiento,-75.5769223058,Tramo de via,30,4,5,3,1,6.30711312331,1
Choque,-75.5832971387,Tramo de via,45,4,5,3,1,6.21216585738,1
Otro,-75.5827699774,Tramo de via,50,4,5,3,1,6.23177841285,1
Choque,-75.5685882337,Tramo de via,0,6,5,3,1,6.25271322375,0
Choque,-75.5733734748,Lote o Predio,10,6,5,3,1,6.2117370619,0
Otro,-75.5848918198,Tramo de via,10,6,5,3,1,6.29016298467,1
Otro,-75.5708817997,Interseccion,10,6,5,3,1,6.25371426566,1
Choque,-75.563584199,Tramo de via,15,6,5,3,1,6.24894159961,0
Choque,-75.566494855,Interseccion,30,6,5,3,1,6.26431291624,0
Caida Ocupante,-75.5975955812,Tramo de via,30,6,5,3,1,6.26368452082,1
Caida Ocupante,-75.5499133154,Tramo de via,30,6,5,3,1,6.2669466904,1
Choque,-75.5960927607,Tramo de via,35,6,5,3,1,6.28985502764,1
Choque,-75.5850008163,Interseccion,40,6,5,3,1,6.20546576766,0
Otro,-75.6087693342,Tramo de via,45,6,5,3,1,6.28985428137,1
Otro,-75.580120529,Tramo de via,50,6,5,3,1,6.30046997015,1
Volcamiento,-75.5646944961,Tramo de via,0,7,5,3,1,6.24925783096,1
Choque,-75.6356327007,Tramo de via,0,7,5,3,1,6.27991667538,1
Choque,-75.5873948982,Tramo de via,30,7,5,3,1,6.23479786522,1
Choque,-75.5715932818,Tramo de via,40,7,5,3,1,6.28237832329,0
Otro,-75.5834034792,Tramo de via,0,8,5,3,1,6.24225760427,1
Caida Ocupante,-75.5601552917,Tramo de via,0,8,5,3,1,6.2950512511,1
Choque,-75.5905251057,Tramo de via,0,8,5,3,1,6.25987627055,0
Choque,-75.5881425234,Tramo de via,0,8,5,3,1,6.27853049328,0
Otro,-75.5730482146,Tramo de via,0,8,5,3,1,6.2562844781,1
Atropello,-75.5821866421,Tramo de via,0,8,5,3,1,6.25204359932,1
Choque,-75.5959123146,Lote o Predio,15,8,5,3,1,6.2824926194,0
Caida Ocupante,-75.5716936623,Tramo de via,25,8,5,3,1,6.2697022742,1
Atropello,-75.5726059875,Tramo de via,30,8,5,3,1,6.28983959304,1
Otro,-75.6161263061,Tramo de via,30,8,5,3,1,6.28052253727,1
Otro,-75.5724005029,Tramo de via,30,8,5,3,1,6.19424925454,1
Volcamiento,-75.5535764613,Tramo de via,30,8,5,3,1,6.25668911824,1
Choque,-75.58085586,Interseccion,40,8,5,3,1,6.25657541199,0
Choque,-75.5776651552,Tramo de via,45,8,5,3,1,6.24704950369,1
Atropello,-75.5383485941,Tramo de via,45,8,5,3,1,6.28708355358,1
Choque,-75.5640190416,Interseccion,50,8,5,3,1,6.30138769962,1
Atropello,-75.548093499,Tramo de via,0,9,5,3,1,6.2946788494,1
Caida Ocupante,-75.5784103406,Tramo de via,30,9,5,3,1,6.24750017019,1
Atropello,-75.5761459192,Tramo de via,30,9,5,3,1,6.25171671972,1
Otro,-75.5714022343,Tramo de via,40,9,5,3,1,6.29371577453,1
Otro,-75.6075958247,Tramo de via,40,9,5,3,1,6.25221603304,1
Choque,-75.5686487558,Tramo de via,50,9,5,3,1,6.29627380397,1
Atropello,-75.5962043974,Tramo de via,0,10,5,3,1,6.23072086982,1
Atropello,-75.5672809977,Tramo de via,0,10,5,3,1,6.24562761301,1
Choque,-75.5642026411,Tramo de via,20,10,5,3,1,6.30605794252,1
Choque,-75.5867135222,Tramo de via,30,10,5,3,1,6.28391846615,0
Caida Ocupante,-75.575201969,Tramo de via,0,11,5,3,1,6.24757394791,1
Choque,-75.6395799569,Tramo de via,0,11,5,3,1,6.28160276126,1
Choque,-75.6032084458,Tramo de via,0,11,5,3,1,6.20421299588,0
Choque,-75.621477495,Interseccion,10,11,5,3,1,6.22324476439,1
Choque,-75.6033309228,Tramo de via,15,11,5,3,1,6.23865711508,0
Atropello,-75.5843471165,Tramo de via,30,11,5,3,1,6.28440827151,1
Choque,-75.5552645537,Interseccion,30,11,5,3,1,6.2946005689,1
Choque,-75.580213119,Tramo de via,40,11,5,3,1,6.19477190577,0
Choque,-75.5495032829,Interseccion,45,11,5,3,1,6.27551818007,1
Otro,-75.5888309323,Tramo de via,10,12,5,3,1,6.24920999079,1
Choque,-75.5695979371,Interseccion,40,12,5,3,1,6.21907939547,0
Atropello,-75.5668516381,Tramo de via,40,12,5,3,1,6.246202573,1
Choque,-75.5725304758,Tramo de via,0,13,5,3,1,6.25745196869,0
Otro,-75.5575175411,Tramo de via,0,13,5,3,1,6.26415137844,1
Choque,-75.6003028022,Tramo de via,0,13,5,3,1,6.23874343662,0
Atropello,-75.5666119149,Tramo de via,20,13,5,3,1,6.29390672262,1
Choque,-75.5586337711,Tramo de via,30,13,5,3,1,6.26037489976,0
Choque,-75.5859313164,Interseccion,30,13,5,3,1,6.28180258045,1
Choque,-75.5657083123,Tramo de via,30,13,5,3,1,6.27232099236,0
Choque,-75.5632370145,Tramo de via,40,13,5,3,1,6.28609245593,0
Choque,-75.5923497685,Tramo de via,45,13,5,3,1,6.27292496093,1
Choque,-75.5614584211,Interseccion,0,14,5,3,1,6.2732216414,0
Otro,-75.5618215986,Tramo de via,15,14,5,3,1,6.29298973141,1
Choque,-75.5640493062,Interseccion,20,14,5,3,1,6.30931661644,1
Otro,-75.590278335,Tramo de via,30,14,5,3,1,6.26038780481,1
Caida Ocupante,-75.5592263533,Tramo de via,40,14,5,3,1,6.2429704624,1
Choque,-75.5811264274,Tramo de via,50,14,5,3,1,6.1976546596,1
Choque,-75.5448594012,Tramo de via,0,15,5,3,1,6.24596208027,0
Atropello,-75.5437494168,Tramo de via,0,15,5,3,1,6.24513795081,1
Choque,-75.5862308174,Tramo de via,0,15,5,3,1,6.27255129602,1
Choque,-75.5688199547,Puente,0,15,5,3,1,6.27575587154,1
Choque,-75.5619314244,Tramo de via,0,15,5,3,1,6.23809852113,0
Choque,-75.5895532697,Tramo de via,0,15,5,3,1,6.27712511457,1
Otro,-75.5703240315,Tramo de via,15,15,5,3,1,6.23919607833,1
Atropello,-75.6269002026,Tramo de via,30,15,5,3,1,6.25124940026,1
Atropello,-75.5298244088,Tramo de via,30,15,5,3,1,6.2288657524,1
Choque,-75.586638571,Tramo de via,40,15,5,3,1,6.25136932345,1
Choque,-75.6067750834,Tramo de via,45,15,5,3,1,6.27965088573,1
Atropello,-75.5544795767,Tramo de via,45,15,5,3,1,6.277282903,1
Choque,-75.5663860778,Interseccion,50,15,5,3,1,6.30149105072,1
Choque,-75.5631316068,Tramo de via,55,15,5,3,1,6.25201002506,0
Choque,-75.5714033497,Interseccion,0,16,5,3,1,6.30314197634,0
Choque,-75.5624676108,Interseccion,0,16,5,3,1,6.2570247389,1
Otro,-75.5667823671,Tramo de via,0,16,5,3,1,6.25696831868,1
Choque,-75.5791647988,Tramo de via,10,16,5,3,1,6.25161364107,0
Choque,-75.5550355137,Tramo de via,15,16,5,3,1,6.23837336825,1
Choque,-75.5687574624,Tramo de via,30,16,5,3,1,6.22982318282,0
Otro,-75.60274497,Tramo de via,30,16,5,3,1,6.21343659176,1
Volcamiento,-75.5823524463,Tramo de via,30,16,5,3,1,6.25603743145,0
Choque,-75.5954644985,Tramo de via,40,16,5,3,1,6.26941684862,1
Choque,-75.61113113,Interseccion,0,17,5,3,1,6.24933408236,1
Atropello,-75.6019907108,Tramo de via,0,17,5,3,1,6.21345901498,1
Atropello,-75.5646944961,Interseccion,10,17,5,3,1,6.24925783096,1
Choque,-75.5730009697,Tramo de via,30,17,5,3,1,6.27614313661,1
Choque,-75.5555091517,Interseccion,30,17,5,3,1,6.24633878584,0
Choque,-75.5610531244,Ciclo Ruta,40,17,5,3,1,6.2525082844,0
Choque,-75.5543468222,Tramo de via,40,17,5,3,1,6.23644117162,0
Choque,-75.5441457218,Tramo de via,40,17,5,3,1,6.23806020021,0
Choque,-75.5877956536,Tramo de via,0,9,6,4,1,6.265894963,0
Choque,-75.5639164169,Interseccion,30,10,6,4,1,6.25065746686,1
Choque,-75.5945031002,Tramo de via,40,10,6,4,1,6.23140897214,1
Choque,-75.5647823909,Interseccion,40,10,6,4,1,6.27380539537,1
Choque,-75.5460739797,Tramo de via,54,10,6,4,1,6.23195329943,0
Caida Ocupante,-75.6059298554,Tramo de via,0,11,6,4,1,6.28484507025,1
Otro,-75.6593836857,Tramo de via,10,11,6,4,1,6.18305119264,1
Atropello,-75.5810438753,Tramo de via,15,11,6,4,1,6.24899592796,1
Choque,-75.6195022583,Tramo de via,20,11,6,4,1,6.25447426309,1
Choque,-75.6058786322,Interseccion,50,11,6,4,1,6.22514251245,0
Atropello,-75.5758292828,Tramo de via,50,11,6,4,1,6.18923073963,1
Choque,-75.6195022583,Interseccion,50,11,6,4,1,6.25447426309,0
Choque,-75.5761466627,Tramo de via,10,12,6,4,1,6.21334133339,0
Caida Ocupante,-75.5805195389,Tramo de via,20,12,6,4,1,6.2480020807,1
Choque,-75.5978834324,Tramo de via,30,12,6,4,1,6.27676409004,0
Choque,-75.5561658204,Tramo de via,40,12,6,4,1,6.21928511218,1
Choque,-75.5770381496,Tramo de via,40,12,6,4,1,6.22533894533,1
Caida Ocupante,-75.5854692084,Glorieta,40,12,6,4,1,6.21681314059,1
Choque,-75.5749918635,Tramo de via,50,12,6,4,1,6.25300932417,1
Otro,-75.573376243,Tramo de via,0,13,6,4,1,6.3003846745,1
Atropello,-75.5698391863,Tramo de via,10,13,6,4,1,6.22972873315,1
Choque,-75.5700851979,Tramo de via,20,13,6,4,1,6.25462970937,0
Choque,-75.6005240914,Tramo de via,0,14,6,4,1,6.25026894795,0
Choque,-75.5739606743,Lote o Predio,10,14,6,4,1,6.27039040864,0
Choque,-75.5563413308,Tramo de via,20,14,6,4,1,6.26466091576,0
Choque,-75.5737520533,Tramo de via,20,14,6,4,1,6.27541592639,0
Choque,-75.5923497685,Tramo de via,30,14,6,4,1,6.27292496093,0
Choque,-75.5679462314,Glorieta,30,14,6,4,1,6.237035474,0
Caida Ocupante,-75.5795861274,Tramo de via,5,15,6,4,1,6.19980140634,1
Choque,-75.643208096,Interseccion,20,15,6,4,1,6.17445533597,0
Choque,-75.5833169002,Tramo de via,30,15,6,4,1,6.24856556,0
Atropello,-75.611977919,Tramo de via,30,15,6,4,1,6.259155303,1
Choque,-75.5721416494,Tramo de via,30,15,6,4,1,6.2388549218,0
Choque,-75.5921513021,Tramo de via,40,15,6,4,1,6.23558394442,0
Choque,-75.5766763985,Tramo de via,30,16,6,4,1,6.25436009644,1
Choque,-75.5770381496,Tramo de via,30,16,6,4,1,6.22533894533,1
Choque,-75.5752538073,Tramo de via,30,16,6,4,1,6.24909389652,0
Caida Ocupante,-75.5730009697,Tramo de via,0,17,6,4,1,6.27614313661,1
Choque,-75.5926544144,Interseccion,0,17,6,4,1,6.22836254576,1
Caida Ocupante,-75.5443658099,Tramo de via,0,17,6,4,1,6.28755132226,1
Choque,-75.5809182676,Tramo de via,5,17,6,4,1,6.25660199046,0
Choque,-75.5872286277,Tramo de via,10,17,6,4,1,6.20479754501,0
Choque,-75.5824126708,Tramo de via,20,17,6,4,1,6.25605877306,0
Choque,-75.5702052616,Tramo de via,30,17,6,4,1,6.23450856533,0
Choque,-75.5485823555,Tramo de via,30,17,6,4,1,6.26578566235,0
Caida Ocupante,-75.5628222491,Tramo de via,30,17,6,4,1,6.29076838339,1
Choque,-75.5750929761,Tramo de via,40,17,6,4,1,6.26564076393,0
Choque,-75.5799243879,Tramo de via,0,18,6,4,1,6.19488119864,0
Choque,-75.5823786085,Tramo de via,0,18,6,4,1,6.21957549002,1
Choque,-75.5718989368,Tramo de via,0,18,6,4,1,6.25824699034,0
Caida Ocupante,-75.5784808092,Tramo de via,20,18,6,4,1,6.25114752565,1
Atropello,-75.5730169519,Tramo de via,30,18,6,4,1,6.28860695524,1
Choque,-75.5690644593,Tramo de via,30,18,6,4,1,6.2347338076,0
Choque,-75.568795581,Interseccion,40,18,6,4,1,6.23046262778,1
Choque,-75.5800542878,Tramo de via,50,18,6,4,1,6.2735251587,0
Choque,-75.5546103387,Tramo de via,50,18,6,4,1,6.27909218286,0
Choque,-75.5561883898,Tramo de via,50,18,6,4,1,6.24482951391,0
Choque,-75.5806892518,Tramo de via,0,19,6,4,1,6.23953658835,1
Choque,-75.580175822,Tramo de via,0,19,6,4,1,6.25626223879,0
Caida Ocupante,-75.5715700448,Tramo de via,0,19,6,4,1,6.29088545288,1
Choque,-75.5730009697,Tramo de via,10,19,6,4,1,6.27614313661,0
Choque,-75.5779073003,Tramo de via,20,19,6,4,1,6.24199044885,0
Choque,-75.5574136297,Tramo de via,20,19,6,4,1,6.23949900019,0
Choque,-75.5912343293,Tramo de via,20,19,6,4,1,6.24945130329,0
Choque,-75.5788302347,Tramo de via,30,19,6,4,1,6.24769766164,1
Otro,-75.5718700112,Tramo de via,30,19,6,4,1,6.25006605894,1
Caida Ocupante,-75.6037181072,Tramo de via,45,19,6,4,1,6.27974107395,1
Choque,-75.5750970949,Tramo de via,50,19,6,4,1,6.22414716203,0
Choque,-75.5476701771,Tramo de via,25,20,6,4,1,6.23825105761,0
Atropello,-75.5798469934,Tramo de via,30,20,6,4,1,6.23112848703,1
Choque,-75.5941045681,Tramo de via,30,20,6,4,1,6.21131102974,1
Choque,-75.5743567773,Tramo de via,30,20,6,4,1,6.23187440694,0
Choque,-75.5721870772,Tramo de via,50,20,6,4,1,6.28231072854,0
Choque,-75.5478430542,Tramo de via,50,20,6,4,1,6.29868819952,1
Choque,-75.5849791188,Glorieta,0,21,6,4,1,6.21850583885,1
Otro,-75.5722107184,Tramo de via,0,21,6,4,1,6.30798695482,1
Choque,-75.5731518199,Tramo de via,0,21,6,4,1,6.26348855346,0
Choque,-75.6430373338,Tramo de via,5,21,6,4,1,6.177048407,0
Atropello,-75.5495538553,Tramo de via,30,21,6,4,1,6.27518989764,1
Choque,-75.5864383453,Tramo de via,30,21,6,4,1,6.27133361615,1
Choque,-75.5932064474,Tramo de via,30,21,6,4,1,6.26873538587,1
Caida Ocupante,-75.5775201106,Tramo de via,30,21,6,4,1,6.28214405192,1
Caida Ocupante,-75.5737362385,Tramo de via,30,21,6,4,1,6.25569015472,1
Choque,-75.5759070576,Glorieta,45,21,6,4,1,6.2362692986,1
Choque,-75.5896857572,Tramo de via,50,21,6,4,1,6.28324674251,0
Choque,-75.6028284048,Tramo de via,55,21,6,4,1,6.25288461801,0
Choque,-75.5670384127,Tramo de via,0,22,6,4,1,6.29672486732,1
Choque,-75.5603880781,Interseccion,15,22,6,4,1,6.2565488013,1
Otro,-75.5947849354,Tramo de via,20,22,6,4,1,6.2664938157,1
Choque,-75.5847811488,Tramo de via,30,22,6,4,1,6.28413890825,1
Volcamiento,-75.5556307308,Tramo de via,50,22,6,4,1,6.2632156694,1
Choque,-75.5888331239,Tramo de via,50,22,6,4,1,6.21089040951,0
Choque,-75.5776311263,Tramo de via,0,23,6,4,1,6.30499980506,1
Caida Ocupante,-75.5696598662,Tramo de via,0,23,6,4,1,6.25028530866,1
Atropello,-75.5694557169,Interseccion,10,23,6,4,1,6.243398431,1
Choque,-75.5745503778,Tramo de via,10,23,6,4,1,6.19679660817,0
Atropello,-75.5857708426,Tramo de via,30,23,6,4,1,6.29508147537,1
Atropello,-75.5457874917,Tramo de via,30,23,6,4,1,6.27312748768,1
Volcamiento,-75.5624178534,Tramo de via,40,23,6,4,1,6.25341454089,1
Choque,-75.5852627011,Tramo de via,0,0,0,5,1,6.28509363132,1
Caida Ocupante,-75.5628844955,Tramo de via,0,0,0,5,1,6.23555126752,1
Choque,-75.5806344397,Tramo de via,10,0,0,5,1,6.21801679018,0
Choque,-75.6097306817,Interseccion,19,0,0,5,1,6.24929848161,1
