Tipo_accidente,Longitude,Diseño Via,Minute,Hour,Day_of_week,Day_of_year,Month,Latitude,Class
Caida Ocupante,-75.5530003037,Tramo de via,10,5,0,1,1,6.25347171055,1
Otro,-75.5462561309,Lote o Predio,20,5,0,1,1,6.25106805379,1
Choque,-75.5599630587,Interseccion,20,5,0,1,1,6.27511588197,1
Choque,-75.5688493577,Tramo de via,20,6,0,1,1,6.26467585792,1
Choque,-75.5458635925,Tramo de via,30,6,0,1,1,6.26477532038,1
Caida Ocupante,-75.5886352265,Tramo de via,0,7,0,1,1,6.28425958289,1
Atropello,-75.5746922725,Tramo de via,15,7,0,1,1,6.23305438652,1
Choque,-75.5786184016,Tramo de via,50,7,0,1,1,6.29610276694,0
Choque,-75.557075382,Tramo de via,10,8,0,1,1,6.24990983867,0
Choque,-75.5513732678,Lote o Predio,45,8,0,1,1,6.24715039989,1
Caida Ocupante,-75.5733892852,Puente,50,9,0,1,1,6.26033577296,1
Choque,-75.6158139499,Tramo de via,53,9,0,1,1,6.28754535538,0
Otro,-75.6020633178,Tramo de via,40,10,0,1,1,6.2121352444,1
Otro,-75.5896903831,Tramo de via,50,10,0,1,1,6.19763283383,1
Atropello,-75.603926592,Interseccion,5,11,0,1,1,6.25814456656,1
Choque,-75.6417027353,Interseccion,30,11,0,1,1,6.18269350722,0
Choque,-75.5854692084,Glorieta,45,11,0,1,1,6.21681314059,1
Choque,-75.5530992502,Interseccion,50,11,0,1,1,6.27615331174,1
Otro,-75.5456574566,Tramo de via,0,12,0,1,1,6.2750833185,1
Choque,-75.5981696246,Interseccion,0,12,0,1,1,6.23125296676,1
Caida Ocupante,-75.6075726385,Tramo de via,0,13,0,1,1,6.23109126228,1
Otro,-75.5436998109,Tramo de via,20,14,0,1,1,6.26186389819,1
Atropello,-75.5469250816,Tramo de via,0,15,0,1,1,6.24122602231,1
Caida Ocupante,-75.5801430866,Lote o Predio,30,17,0,1,1,6.28363835592,1
Otro,-75.6080857507,Lote o Predio,30,17,0,1,1,6.25484065619,1
Atropello,-75.5415447418,Tramo de via,30,17,0,1,1,6.29464030228,1
Otro,-75.5593093743,Lote o Predio,30,17,0,1,1,6.25218777605,1
Choque,-75.5705009966,Interseccion,50,17,0,1,1,6.25860188386,1
Choque,-75.5956120876,Tramo de via,0,18,0,1,1,6.28176572149,1
Choque,-75.6057071682,Interseccion,10,18,0,1,1,6.23097635594,1
Choque,-75.5527438507,Tramo de via,30,18,0,1,1,6.28770112578,1
Caida Ocupante,-75.5949896894,Lote o Predio,0,19,0,1,1,6.27460282535,1
Choque,-75.5856744036,Tramo de via,5,19,0,1,1,6.24647076145,1
Choque,-75.58991543,Tramo de via,15,20,0,1,1,6.27176553478,1
Choque,-75.5843832841,Tramo de via,30,20,0,1,1,6.23822958035,0
Choque,-75.5910999734,Tramo de via,0,21,0,1,1,6.199272018,0
Atropello,-75.5457211855,Lote o Predio,0,21,0,1,1,6.29899420115,1
Choque,-75.5535309126,Tramo de via,30,21,0,1,1,6.27095862866,0
Choque,-75.5594377726,Tramo de via,38,21,0,1,1,6.21490174616,0
Choque,-75.5735618761,Tramo de via,50,21,0,1,1,6.27629782879,0
Choque,-75.5990666928,Tramo de via,0,22,0,1,1,6.21872905487,0
Choque,-75.6072534951,Interseccion,45,22,0,1,1,6.22003937082,1
Choque,-75.6011634262,Tramo de via,0,23,0,1,1,6.20803291504,0
Choque,-75.5681594535,Tramo de via,0,23,0,1,1,6.30491334752,0
Choque,-75.56381042,Tramo de via,20,23,0,1,1,6.28119352306,0
Choque,-75.5786369286,Interseccion,30,23,0,1,1,6.27363851027,0
Choque,-75.5826690282,Interseccion,0,0,1,2,1,6.23325052175,0
Atropello,-75.6222195794,Tramo de via,0,0,1,2,1,6.24720729116,1
Volcamiento,-75.5701073371,Tramo de via,30,0,1,2,1,6.29038540543,1
Atropello,-75.5632460176,Tramo de via,0,1,1,2,1,6.26408004568,1
Atropello,-75.6160554106,Tramo de via,0,1,1,2,1,6.27535889497,1
Choque,-75.5785464683,Paso Inferior,5,1,1,2,1,6.23998075728,1
Choque,-75.5694662657,Tramo de via,10,1,1,2,1,6.26476892922,1
Choque,-75.5785464683,Paso Inferior,15,1,1,2,1,6.23998075728,0
Caida Ocupante,-75.6161263061,Lote o Predio,30,1,1,2,1,6.28052253727,1
Choque,-75.562072681,Tramo de via,5,2,1,2,1,6.24921859442,0
Choque,-75.6061924849,Interseccion,10,2,1,2,1,6.21987819494,0
Choque,-75.5915025989,Tramo de via,0,3,1,2,1,6.23147797889,1
Choque,-75.5783913389,Puente,10,3,1,2,1,6.21321962288,1
Choque,-75.5772469403,Tramo de via,0,5,1,2,1,6.20168220877,0
Caida Ocupante,-75.5642026411,Lote o Predio,0,7,1,2,1,6.30605794252,1
Caida Ocupante,-75.5498215163,Tramo de via,0,7,1,2,1,6.24285990006,1
Otro,-75.5524287086,Tramo de via,30,10,1,2,1,6.24717004095,1
Otro,-75.5717494426,Lote o Predio,40,10,1,2,1,6.30288417027,1
Choque,-75.6743721329,Tramo de via,45,10,1,2,1,6.19526955625,0
Choque,-75.5789040367,Tramo de via,0,11,1,2,1,6.2090417915,0
Choque,-75.5859550007,Tramo de via,10,11,1,2,1,6.25899043973,0
Choque,-75.575200032,Interseccion,30,11,1,2,1,6.25130766255,1
Choque,-75.594731237,Interseccion,30,11,1,2,1,6.24436753297,0
Otro,-75.5561287647,Tramo de via,30,11,1,2,1,6.2858064337,1
Caida Ocupante,-75.5633099967,Lote o Predio,30,11,1,2,1,6.27445925126,1
Choque,-75.5726518156,Tramo de via,40,11,1,2,1,6.26523832517,0
Caida Ocupante,-75.6041382719,Lote o Predio,50,11,1,2,1,6.28005098652,1
Caida Ocupante,-75.5735618761,Tramo de via,0,12,1,2,1,6.27629782879,1
Atropello,-75.6065873976,Tramo de via,0,12,1,2,1,6.21987732329,1
Choque,-75.6098445509,Glorieta,5,12,1,2,1,6.23912525219,1
Choque,-75.6021084365,Tramo de via,30,12,1,2,1,6.22929566597,0
Otro,-75.6023668927,Tramo de via,30,12,1,2,1,6.28286941192,1
Choque,-75.5556307308,Interseccion,30,12,1,2,1,6.2632156694,1
Choque,-75.5741954398,Interseccion,35,12,1,2,1,6.23359338169,1
Choque,-75.5814918954,Lote o Predio,50,12,1,2,1,6.25005796995,1
Choque,-75.5771248619,Tramo de via,10,13,1,2,1,6.22890255408,1
Choque,-75.5893611695,Lote o Predio,10,13,1,2,1,6.19859214485,0
Caida Ocupante,-75.55720534,Tramo de via,30,13,1,2,1,6.2785056832,1
Choque,-75.5646944961,Tramo de via,50,13,1,2,1,6.24925783096,0
Choque,-75.5846965233,Interseccion,0,14,1,2,1,6.21642754753,0
Caida Ocupante,-75.5547997303,Lote o Predio,0,14,1,2,1,6.23743327125,1
Choque,-75.5654258384,Tramo de via,5,14,1,2,1,6.20220910102,1
Choque,-75.5628323661,Tramo de via,30,14,1,2,1,6.24728495095,1
Choque,-75.642335421,Tramo de via,0,15,1,2,1,6.1726664889,1
Choque,-75.5895532697,Tramo de via,0,15,1,2,1,6.27712511457,1
Choque,-75.5724447654,Tramo de via,15,15,1,2,1,6.22885608483,0
Choque,-75.5877816264,Tramo de via,23,15,1,2,1,6.26227268433,0
Choque,-75.5785211686,Tramo de via,30,15,1,2,1,6.21459995991,0
Choque,-75.562271035,Interseccion,30,15,1,2,1,6.25475110388,1
Atropello,-75.5753475572,Tramo de via,0,16,1,2,1,6.24336850011,1
Choque,-75.5752597216,Tramo de via,0,16,1,2,1,6.24685341912,1
Choque,-75.5967277363,Glorieta,15,16,1,2,1,6.26375211873,0
Choque,-75.5737766737,Lote o Predio,20,16,1,2,1,6.25678925321,0
Otro,-75.5617820475,Lote o Predio,20,16,1,2,1,6.27505224379,1
Choque,-75.6006673191,Glorieta,30,16,1,2,1,6.2311783242,0
Choque,-75.5755026696,Glorieta,30,16,1,2,1,6.2399699888,0
Choque,-75.5704116605,Tramo de via,50,16,1,2,1,6.20302997419,0
Caida Ocupante,-75.6116299264,Lote o Predio,0,17,1,2,1,6.29002930049,1
Choque,-75.5684593368,Tramo de via,0,17,1,2,1,6.24384627433,0
Choque,-75.570097533,Tramo de via,0,17,1,2,1,6.22057819854,0
Choque,-75.6026461031,Lote o Predio,10,17,1,2,1,6.2450843554,0
Choque,-75.5567763903,Interseccion,15,17,1,2,1,6.2406491887,1
Choque,-75.5722543624,Interseccion,20,17,1,2,1,6.22780775941,1
Choque,-75.5791647988,Tramo de via,50,17,1,2,1,6.25161364107,0
Choque,-75.6016962668,Tramo de via,50,17,1,2,1,6.25208031597,0
Choque,-75.5717032041,Tramo de via,0,18,1,2,1,6.26508735509,0
Caida Ocupante,-75.5749918635,Lote o Predio,0,18,1,2,1,6.25300932417,1
Choque,-75.6570964406,Interseccion,10,18,1,2,1,6.1820515649,0
Choque,-75.6026461031,Tramo de via,20,18,1,2,1,6.2450843554,0
Choque,-75.5849791188,Tramo de via,45,18,1,2,1,6.21850583885,1
Choque,-75.5897275898,Interseccion,10,19,1,2,1,6.23942013875,0
Choque,-75.5488829254,Interseccion,10,19,1,2,1,6.26298459655,0
Otro,-75.5817220895,Tramo de via,20,19,1,2,1,6.19324057354,0
Choque,-75.5771271853,Tramo de via,30,19,1,2,1,6.21726706744,1
Choque,-75.5724760159,Tramo de via,30,19,1,2,1,6.29253683322,0
Otro,-75.5810512486,Tramo de via,50,19,1,2,1,6.19515606295,1
Choque,-75.5691618187,Tramo de via,0,20,1,2,1,6.22481029678,0
Atropello,-75.5637548092,Tramo de via,5,20,1,2,1,6.29367793372,1
Caida Ocupante,-75.5967277363,Lote o Predio,20,20,1,2,1,6.26375211873,1
Caida Ocupante,-75.5928802417,Tramo de via,30,20,1,2,1,6.24396545521,1
Volcamiento,-75.5593233541,Interseccion,30,20,1,2,1,6.25349532134,1
Choque,-75.5680536264,Interseccion,40,20,1,2,1,6.26112754258,0
Choque,-75.5375980993,Tramo de via,0,21,1,2,1,6.24010527778,0
Choque,-75.584524362,Tramo de via,0,21,1,2,1,6.24517480308,0
Choque,-75.5810711602,Tramo de via,10,21,1,2,1,6.24238133289,1
Choque,-75.5646944961,Tramo de via,20,21,1,2,1,6.24925783096,0
Choque,-75.5661448766,Interseccion,0,22,1,2,1,6.26080147669,0
Choque,-75.5672809977,Tramo de via,0,22,1,2,1,6.24562761301,0
Choque,-75.5698391863,Lote o Predio,0,22,1,2,1,6.22972873315,0
Choque,-75.5673496518,Tramo de via,0,22,1,2,1,6.22469889339,0
Otro,-75.5748751856,Lote o Predio,0,22,1,2,1,6.25429155979,1
Choque,-75.5681774816,Tramo de via,10,22,1,2,1,6.25485090056,0
Choque,-75.5463969851,Glorieta,12,22,1,2,1,6.21171240565,0
Choque,-75.5590224198,Interseccion,15,22,1,2,1,6.22076838244,1
Choque,-75.639759915,Tramo de via,20,22,1,2,1,6.18139195323,0
Choque,-75.5721416494,Tramo de via,25,22,1,2,1,6.2388549218,0
Choque,-75.5688655708,Paso Elevado,30,22,1,2,1,6.22808862712,1
Choque,-75.6116299264,Lote o Predio,30,22,1,2,1,6.29002930049,1
Choque,-75.5681774816,Interseccion,40,22,1,2,1,6.25485090056,0
Choque,-75.5558340698,Tramo de via,0,23,1,2,1,6.27399027407,1
Volcamiento,-75.5788701297,Tramo de via,0,23,1,2,1,6.28159988511,1
Atropello,-75.5664623599,Tramo de via,0,23,1,2,1,6.26954703429,1
Choque,-75.6593081967,Interseccion,10,23,1,2,1,6.18524515351,1
Choque,-75.5737520533,Lote o Predio,30,23,1,2,1,6.27541592639,1
Caida Ocupante,-75.603237941,Tramo de via,30,23,1,2,1,6.20419862853,1
Choque,-75.6119250432,Interseccion,30,0,2,3,1,6.2498216132,1
Otro,-75.5785464683,Tramo de via,30,0,2,3,1,6.23998075728,1
Otro,-75.5902460256,Tramo de via,30,0,2,3,1,6.24937107409,1
Atropello,-75.5451988826,Lote o Predio,30,0,2,3,1,6.24229716037,1
Choque,-75.5803653174,Tramo de via,40,0,2,3,1,6.21911875614,0
Otro,-75.5867135222,Tramo de via,50,0,2,3,1,6.28391846615,1
Choque,-75.564656238,Interseccion,0,1,2,3,1,6.26052275608,1
Otro,-75.5624769478,Lote o Predio,10,1,2,3,1,6.27250245545,1
Choque,-75.5945556587,Tramo de via,10,1,2,3,1,6.27346248473,0
Choque,-75.591618246,Tramo de via,30,1,2,3,1,6.22436173488,1
Choque,-75.5600477971,Tramo de via,30,1,2,3,1,6.24767066319,0
Otro,-75.5732800221,Tramo de via,30,1,2,3,1,6.29005913368,1
Otro,-75.5732800221,Tramo de via,0,2,2,3,1,6.29005913368,1
Choque,-75.5799243879,Glorieta,0,2,2,3,1,6.19488119864,1
Choque,-75.5742390745,Interseccion,0,2,2,3,1,6.26534417189,0
Choque,-75.5558903885,Tramo de via,30,2,2,3,1,6.26107380495,1
Caida Ocupante,-75.5737958277,Lote o Predio,30,3,2,3,1,6.29787173568,1
Caida Ocupante,-75.5957038631,Lote o Predio,0,4,2,3,1,6.2855330233,1
Choque,-75.5786708188,Lote o Predio,30,5,2,3,1,6.27988999177,1
Choque,-75.5707481213,Glorieta,15,10,2,3,1,6.2760600736,0
Choque,-75.5707481213,Tramo de via,45,10,2,3,1,6.2760600736,1
Choque,-75.5667541158,Tramo de via,55,10,2,3,1,6.30547311863,0
Atropello,-75.5881425234,Tramo de via,0,11,2,3,1,6.27853049328,1
Choque,-75.578768538,Interseccion,0,11,2,3,1,6.24024570689,1
Choque,-75.6288520292,Tramo de via,20,11,2,3,1,6.24729624548,1
Choque,-75.5778924993,Tramo de via,20,11,2,3,1,6.23961416776,1
Choque,-75.5610513195,Tramo de via,40,11,2,3,1,6.20492910653,0
Caida Ocupante,-75.5737800455,Tramo de via,45,11,2,3,1,6.27544305555,1
Choque,-75.60274497,Tramo de via,45,11,2,3,1,6.21343659176,0
Caida Ocupante,-75.5453600441,Interseccion,50,11,2,3,1,6.28681613566,1
Choque,-75.5752597216,Glorieta,55,11,2,3,1,6.24685341912,0
Choque,-75.5693951195,Interseccion,0,12,2,3,1,6.2433723879,0
Choque,-75.5945499446,Interseccion,0,12,2,3,1,6.23136454379,1
Choque,-75.5814828907,Tramo de via,10,12,2,3,1,6.27717511604,1
Choque,-75.5678731234,Interseccion,10,12,2,3,1,6.25627984158,1
Choque,-75.548487965,Tramo de via,30,12,2,3,1,6.2521321131,0
Volcamiento,-75.5604936322,Tramo de via,30,12,2,3,1,6.23168333687,1
Choque,-75.5749416323,Tramo de via,0,13,2,3,1,6.21837003787,0
Choque,-75.5799243879,Glorieta,25,13,2,3,1,6.19488119864,0
Otro,-75.5766681849,Tramo de via,30,13,2,3,1,6.22531721642,1
Choque,-75.5835456237,Interseccion,50,13,2,3,1,6.24761692759,1
Choque,-75.5710028775,Tramo de via,55,13,2,3,1,6.23753448279,0
Choque,-75.55263136,Tramo de via,15,14,2,3,1,6.23222697814,1
Caida Ocupante,-75.56545867,Lote o Predio,20,14,2,3,1,6.25862867084,1
Choque,-75.5827699774,Lote o Predio,25,14,2,3,1,6.23177841285,0
Choque,-75.5712934413,Glorieta,30,14,2,3,1,6.22417122577,1
Choque,-75.5646604864,Tramo de via,50,14,2,3,1,6.21807346345,1
Choque,-75.5632460176,Tramo de via,0,15,2,3,1,6.26408004568,0
Choque,-75.5706405798,Tramo de via,15,15,2,3,1,6.26041962125,0
Choque,-75.5672054442,Tramo de via,15,15,2,3,1,6.19186746239,1
Atropello,-75.5787807339,Lote o Predio,20,15,2,3,1,6.30913688043,1
Choque,-75.5749918635,Tramo de via,30,15,2,3,1,6.25300932417,0
Choque,-75.5914561143,Tramo de via,30,15,2,3,1,6.23152195402,0
Atropello,-75.5533165113,Tramo de via,30,15,2,3,1,6.27534844076,1
Choque,-75.569360451,Interseccion,37,15,2,3,1,6.2757543321,0
Choque,-75.5729519308,Tramo de via,0,16,2,3,1,6.22829789862,0
Atropello,-75.5555866067,Interseccion,0,16,2,3,1,6.28452017805,1
Choque,-75.5646400315,Tramo de via,0,16,2,3,1,6.28616141688,0
Choque,-75.5872283036,Interseccion,10,16,2,3,1,6.26538034891,0
Choque,-75.56649243,Tramo de via,10,16,2,3,1,6.25602594722,0
Choque,-75.6049858036,Tramo de via,35,16,2,3,1,6.2558859611,0
Choque,-75.5704919431,Tramo de via,0,17,2,3,1,6.2132225462,1
Choque,-75.6233756048,Tramo de via,0,17,2,3,1,6.2622557322,1
Volcamiento,-75.5931430393,Tramo de via,0,17,2,3,1,6.27330476643,1
Choque,-75.5640999503,Tramo de via,10,17,2,3,1,6.24805570481,0
Choque,-75.5698854067,Tramo de via,15,17,2,3,1,6.24434555793,0
Choque,-75.5582524827,Tramo de via,30,17,2,3,1,6.303496506,1
Choque,-75.6382570059,Interseccion,30,17,2,3,1,6.17409303027,0
Choque,-75.570772754,Interseccion,30,17,2,3,1,6.22854352983,0
Volcamiento,-75.5843649147,Tramo de via,35,17,2,3,1,6.28437730502,1
Choque,-75.5575914386,Interseccion,50,17,2,3,1,6.23551770671,1
Choque,-75.5727619629,Interseccion,50,17,2,3,1,6.20889167682,0
Choque,-75.5719278004,Interseccion,0,18,2,3,1,6.25008903606,0
Otro,-75.5626829795,Tramo de via,0,18,2,3,1,6.28874507957,1
Atropello,-75.5609709545,Lote o Predio,10,18,2,3,1,6.23017436221,1
Volcamiento,-75.6026461031,Tramo de via,30,18,2,3,1,6.2450843554,1
Otro,-75.5594627979,Lote o Predio,30,18,2,3,1,6.25492626542,1
Choque,-75.5864479898,Glorieta,30,18,2,3,1,6.21715493486,0
Choque,-75.5783839318,Tramo de via,30,18,2,3,1,6.27422138294,0
Choque,-75.5766681849,Tramo de via,45,18,2,3,1,6.22531721642,0
Otro,-75.5604723278,Tramo de via,0,19,2,3,1,6.30027950337,1
Choque,-75.5970326509,Interseccion,0,19,2,3,1,6.24850242779,0
Choque,-75.5643282205,Tramo de via,0,19,2,3,1,6.24773361046,0
Choque,-75.6003028022,Tramo de via,14,19,2,3,1,6.23874343662,1
Choque,-75.5824084288,Tramo de via,20,19,2,3,1,6.21370131589,0
Volcamiento,-75.5569441515,Tramo de via,30,19,2,3,1,6.25412973814,1
Choque,-75.5853146686,Tramo de via,50,19,2,3,1,6.21377240493,1
Choque,-75.5782820424,Interseccion,0,20,2,3,1,6.27668784806,0
Caida Ocupante,-75.6016763584,Lote o Predio,0,20,2,3,1,6.22681159965,1
Volcamiento,-75.5676925045,Tramo de via,0,20,2,3,1,6.29672761057,1
Caida Ocupante,-75.5558763905,Tramo de via,20,20,2,3,1,6.29247135626,1
Choque,-75.569048867,Tramo de via,30,20,2,3,1,6.24898723714,0
Choque,-75.575749172,Tramo de via,30,20,2,3,1,6.21725172115,0
Volcamiento,-75.5931430393,Lote o Predio,30,20,2,3,1,6.27330476643,1
Choque,-75.5694028548,Glorieta,30,20,2,3,1,6.27576650516,0
Atropello,-75.544486396,Lote o Predio,35,20,2,3,1,6.26222419223,1
Atropello,-75.5519015533,Tramo de via,0,21,2,3,1,6.28762359165,1
Choque,-75.6051308023,Tramo de via,0,21,2,3,1,6.25725854268,0
Choque,-75.578495408,Tramo de via,0,21,2,3,1,6.28809461691,1
Choque,-75.5660928308,Interseccion,5,21,2,3,1,6.26076546582,0
Otro,-75.563547107,Lote o Predio,30,21,2,3,1,6.25544942344,1
Choque,-75.5875241712,Tramo de via,30,21,2,3,1,6.23985077635,0
Volcamiento,-75.5548353597,Lote o Predio,40,21,2,3,1,6.24286429391,1
Choque,-75.5762392099,Tramo de via,50,21,2,3,1,6.24656588283,1
Choque,-75.5978940641,Interseccion,55,21,2,3,1,6.24784267697,0
Choque,-75.5919036561,Tramo de via,0,22,2,3,1,6.2692232164,0
Atropello,-75.5776651552,Tramo de via,0,22,2,3,1,6.24704950369,1
Choque,-75.5722542755,Interseccion,0,22,2,3,1,6.28233711292,0
Choque,-75.5699428223,Tramo de via,10,22,2,3,1,6.21046032395,0
Choque,-75.5753010984,Paso Elevado,10,22,2,3,1,6.24628281323,1
Otro,-75.5552707025,Interseccion,10,22,2,3,1,6.23990683025,1
Choque,-75.582587024,Tramo de via,20,22,2,3,1,6.24847906161,0
Choque,-75.570803628,Lote o Predio,20,22,2,3,1,6.24471990473,0
Caida Ocupante,-75.5713936186,Interseccion,30,22,2,3,1,6.25116029997,1
Choque,-75.5798968196,Tramo de via,30,22,2,3,1,6.19247855608,1
Atropello,-75.5953312711,Tramo de via,30,22,2,3,1,6.27488829713,1
Choque,-75.5630566499,Tramo de via,40,22,2,3,1,6.25406584883,0
Atropello,-75.5737800455,Tramo de via,55,22,2,3,1,6.27544305555,1
Atropello,-75.5550185577,Tramo de via,0,23,2,3,1,6.26814518253,1
Choque,-75.606665104,Tramo de via,0,23,2,3,1,6.28124766321,1
Choque,-75.5813197209,Glorieta,0,23,2,3,1,6.21466206481,0
Choque,-75.5876803716,Tramo de via,20,23,2,3,1,6.28139093715,0
Choque,-75.5786369286,Tramo de via,25,23,2,3,1,6.27363851027,1
Atropello,-75.5718144385,Lote o Predio,30,23,2,3,1,6.25702697606,1
Otro,-75.5622083821,Tramo de via,30,23,2,3,1,6.25473338245,1
Volcamiento,-75.5672700601,Tramo de via,40,23,2,3,1,6.23728073281,1
Choque,-75.5872766031,Interseccion,40,23,2,3,1,6.23165280629,1
Otro,-75.6026774684,Tramo de via,40,23,2,3,1,6.256690401,1
Choque,-75.5737520533,Lote o Predio,0,0,3,4,1,6.27541592639,0
Otro,-75.5838000014,Tramo de via,20,0,3,4,1,6.22400660746,1
Otro,-75.5731518199,Lote o Predio,30,0,3,4,1,6.26348855346,1
Choque,-75.5508329536,Interseccion,30,0,3,4,1,6.23990443855,1
Choque,-75.6152634898,Tramo de via,40,0,3,4,1,6.26647294882,0
Choque,-75.5422461088,Tramo de via,40,0,3,4,1,6.23539885872,0
Atropello,-75.5504325593,Lote o Predio,50,0,3,4,1,6.29245808014,1
Choque,-75.5902460256,Tramo de via,55,0,3,4,1,6.24937107409,0
Otro,-75.5772352838,Lote o Predio,0,1,3,4,1,6.28593479571,1
Atropello,-75.5518724624,Interseccion,30,1,3,4,1,6.24908746931,1
Choque,-75.5919181712,Interseccion,30,1,3,4,1,6.22270085672,1
Atropello,-75.5750893707,Tramo de via,30,1,3,4,1,6.2632353425,1
Choque,-75.5960428404,Tramo de via,0,2,3,4,1,6.24432551299,0
Caida Ocupante,-75.5950096887,Lote o Predio,0,2,3,4,1,6.29384838494,1
Choque,-75.5579315324,Tramo de via,0,2,3,4,1,6.29046913126,0
Choque,-75.568648088,Glorieta,0,3,3,4,1,6.23628997999,1
Choque,-75.5817497606,Tramo de via,15,3,3,4,1,6.28271649506,0
Otro,-75.5577646903,Lote o Predio,30,3,3,4,1,6.25580482496,1
Choque,-75.5707481213,Tramo de via,40,3,3,4,1,6.2760600736,0
Caida Ocupante,-75.5881425234,Lote o Predio,0,4,3,4,1,6.27853049328,1
Choque,-75.5921513021,Tramo de via,20,4,3,4,1,6.23558394442,0
Volcamiento,-75.5513732678,Tramo de via,5,5,3,4,1,6.24715039989,1
Choque,-75.6565881248,Tramo de via,40,5,3,4,1,6.18515779146,0
Caida Ocupante,-75.5559247136,Lote o Predio,0,6,3,4,1,6.30549237489,1
Atropello,-75.5830894894,Tramo de via,20,7,3,4,1,6.23944467025,1
Choque,-75.5646944961,Interseccion,37,7,3,4,1,6.24925783096,0
Choque,-75.5841295649,Interseccion,0,9,3,4,1,6.22268905602,1
Choque,-75.5561549433,Tramo de via,25,10,3,4,1,6.26799047442,1
Choque,-75.5564201164,Tramo de via,0,12,3,4,1,6.27671778052,0
Choque,-75.5965679483,Interseccion,15,12,3,4,1,6.27583702179,1
Choque,-75.6190327487,Tramo de via,50,12,3,4,1,6.27661863795,1
Choque,-75.5931735447,Interseccion,15,13,3,4,1,6.29420743287,0
Choque,-75.6565881248,Tramo de via,0,14,3,4,1,6.18515779146,0
Otro,-75.5925611733,Lote o Predio,30,15,3,4,1,6.29378977729,1
Volcamiento,-75.5529905163,Tramo de via,0,16,3,4,1,6.23661988886,1
Choque,-75.5742557669,Tramo de via,5,16,3,4,1,6.26105610822,1
Choque,-75.5561883898,Tramo de via,10,16,3,4,1,6.24482951391,0
Atropello,-75.5444015497,Tramo de via,20,16,3,4,1,6.291920648,1
Otro,-75.5781040688,Lote o Predio,20,16,3,4,1,6.2855802122,1
Atropello,-75.5464552623,Tramo de via,0,17,3,4,1,6.26666422527,1
Choque,-75.5584510381,Lote o Predio,0,17,3,4,1,6.2089320966,0
Choque,-75.5932124023,Puente,20,17,3,4,1,6.26873283759,0
Choque,-75.5761497859,Glorieta,0,18,3,4,1,6.21364704347,1
Choque,-75.5783913389,Tramo de via,0,18,3,4,1,6.21321962288,0
Choque,-75.5692972079,Tramo de via,20,18,3,4,1,6.28057704691,1
Volcamiento,-75.5775938427,Tramo de via,28,18,3,4,1,6.23252202402,1
Caida Ocupante,-75.580495277,Lote o Predio,30,18,3,4,1,6.28475526513,1
Choque,-75.6448250523,Tramo de via,40,18,3,4,1,6.17610549407,0
Choque,-75.5768654112,Lote o Predio,40,18,3,4,1,6.26798743494,1
Choque,-75.6326635416,Tramo de via,45,18,3,4,1,6.27701140591,0
Choque,-75.5950456588,Tramo de via,0,19,3,4,1,6.21095380133,0
Choque,-75.5698748709,Tramo de via,0,19,3,4,1,6.21468382407,0
Choque,-75.5702126643,Interseccion,0,19,3,4,1,6.29652054443,1
Choque,-75.5711941276,Tramo de via,20,19,3,4,1,6.20837334334,0
Choque,-75.5571327436,Tramo de via,40,19,3,4,1,6.30020997943,0
Caida Ocupante,-75.5971078025,Glorieta,10,20,3,4,1,6.26329117931,1
Choque,-75.5982147015,Tramo de via,10,20,3,4,1,6.23122228329,0
Atropello,-75.5487770257,Lote o Predio,30,20,3,4,1,6.29701738576,1
Otro,-75.5499107826,Lote o Predio,30,20,3,4,1,6.2631105289,1
Otro,-75.5594377726,Tramo de via,30,20,3,4,1,6.21490174616,0
Otro,-75.554468026,Lote o Predio,10,21,3,4,1,6.24968340304,1
Choque,-75.5718989368,Paso Inferior,40,21,3,4,1,6.25824699034,0
Otro,-75.5731101058,Tramo de via,40,21,3,4,1,6.23027802605,1
Choque,-75.5739003785,Tramo de via,0,22,3,4,1,6.25870628718,1
Caida Ocupante,-75.5644919619,Lote o Predio,0,22,3,4,1,6.23381826675,1
Choque,-75.5720815236,Interseccion,0,22,3,4,1,6.25154334109,1
Choque,-75.5701566485,Paso Inferior,10,22,3,4,1,6.2575567099,0
Choque,-75.5686681073,Paso Inferior,10,22,3,4,1,6.25826449093,0
Choque,-75.5437316304,Interseccion,20,22,3,4,1,6.24013976346,1
Choque,-75.5816275306,Lote o Predio,30,22,3,4,1,6.29428249082,1
Caida Ocupante,-75.5629788434,Lote o Predio,0,23,3,4,1,6.25511204439,1
Choque,-75.5718989368,Paso Inferior,0,23,3,4,1,6.25824699034,1
Choque,-75.5822046517,Tramo de via,0,23,3,4,1,6.27360061383,1
Otro,-75.572196689,Tramo de via,0,23,3,4,1,6.29108659909,1
Choque,-75.6026012869,Tramo de via,10,23,3,4,1,6.21893346247,0
Choque,-75.5843402597,Tramo de via,30,23,3,4,1,6.26220899481,0
Choque,-75.5600144836,Interseccion,40,23,3,4,1,6.2625844486,0
Choque,-75.5579925202,Interseccion,50,23,3,4,1,6.28593702567,1
Choque,-75.5953754514,Tramo de via,0,0,4,5,1,6.23955313465,0
Choque,-75.5752848764,Tramo de via,0,0,4,5,1,6.23124867284,1
Atropello,-75.584139913,Lote o Predio,30,0,4,5,1,6.29392731629,1
Choque,-75.5677682925,Tramo de via,30,0,4,5,1,6.24496805883,0
Otro,-75.5843402597,Tramo de via,30,0,4,5,1,6.26220899481,1
